 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85, C86, C87, C88, C89, C90, C91, C92, C93, C94
2.29816,16.04756,8.838543,40.59687,-0.7469325,43.73285,4.366654,7.224774,7.234764,-5.012198,-2.778273,17.09586,-1.347286,6.39844,-0.4348678,-6.58837,-4.443832,-2.115446,0.1593757,-4.488241,9.386525,14.19222,3.277463,2.566358,11.75992,2.074043,-2.704703,62.15703,11.58659,1.383104,-0.9674726,0.6647645,1.875708,-4.358039,1.24482,0.5187894,9.986401,37.49223,4.229957,10.01926,20.67717,-2.070375,17.04236,1.31714,-2.450442,-2.171229,-0.3946419,6.964045,4.743406,12.67863,7.979214,4.082743,3.617146,-1.086207,4.655396,-0.1854159,-1.684443,0.878416,1.485181,-0.2999994,1.400342,0.004256206,11.54358,10.54107,3.53145,0.3668445,8.480019,32.44862,3.727072,-3.440107,1.925432,2.644089,9.530244,5.578715,-1.614263,-1.377041,-0.5583617,1.433543,0.6691015,20.78728,2.750723,4.531113,1.691743,9.347868,15.54433,12.94787,1.330697,-1.005367,-0.6356966,1.96379,-4.721984,-1.2834,8.731435,18.82846,0.597813,-1.234603
2.39808,20.09706,8.273358,44.72075,-1.375567,43.82328,4.268836,5.021771,9.102536,-2.689382,-1.091304,16.7843,-3.706542,7.479788,-2.020521,-4.573809,-7.870513,-2.42393,-0.1932887,-3.931875,10.31329,14.46235,3.320765,4.158629,10.58524,3.564965,-3.204608,58.98594,11.26498,1.158176,-0.1473762,-0.9740992,0.2978964,-2.517279,3.390275,1.186827,9.120831,33.24049,1.804301,11.20067,19.80536,-0.4806924,16.46915,2.127649,-1.800669,-3.160223,-0.1644519,8.793196,6.603121,10.94017,5.528222,2.57017,2.397605,-1.798469,5.387094,0.776678,1.112257,1.207413,1.808798,1.072392,2.343538,-1.405431,12.41691,9.332647,4.462736,1.104017,7.525762,31.34795,5.117932,-1.499859,2.856277,4.716311,11.98379,5.026488,-0.06595702,-0.8032724,1.464624,2.017454,-1.52625,19.10524,2.871789,5.48937,0.8370442,10.80658,13.74075,8.617146,0.7875656,1.126815,-0.6451116,1.459817,-2.70524,-1.960991,8.35766,17.00904,-0.5242816,0.6529979
2.498,23.37371,8.836161,46.45703,0.6268185,40.31008,1.793424,4.395515,6.985089,-2.736816,-1.919721,15.42959,0.4585057,8.702323,0.5697483,-6.750316,-5.296736,-0.889805,0.1405008,-5.268013,8.822289,13.94303,2.929038,0.9970233,11.83944,2.302055,-2.201922,59.46452,10.75801,1.56922,-0.2916226,0.09989531,2.834731,-2.899973,2.513929,1.700639,8.879498,34.80877,-0.4783835,9.483877,18.03065,-0.1075445,17.35956,2.413778,-0.7215872,-5.668708,1.096016,12.10961,5.643901,11.18408,7.370547,4.900631,3.359714,-1.526901,5.235311,-0.5068263,-0.7582535,2.92198,1.48027,2.834846,1.19597,-1.963208,9.63096,10.49323,3.714476,0.932228,10.01753,32.01324,3.279391,-1.772467,0.6237788,4.755314,10.50174,4.750967,-1.1202,0.2334319,2.503677,1.460133,-0.8390188,16.96895,3.885146,3.532933,1.791538,8.126628,14.65396,9.688486,1.359527,1.07409,-0.07970969,1.180589,-2.902998,1.235095,9.427749,17.78593,0.4473223,-2.896208
2.59792,32.03283,8.862411,53.33968,-2.134362,37.87421,0.7933185,8.018081,3.758028,-4.481288,-1.321701,16.47087,-3.601709,11.23457,-2.307889,-8.839091,-4.487926,-0.9305674,0.03947628,-2.515388,9.607886,11.37266,2.084484,1.320861,13.33142,0.08653346,-1.39412,59.23006,11.28968,1.706544,0.7444535,-0.9687055,2.426244,-3.355885,3.160424,2.051857,10.33558,35.08243,2.208096,7.971419,17.85952,-0.1923166,15.33412,-0.1002544,0.2602656,-3.819745,-0.7152544,17.37181,4.846194,11.20025,5.682167,2.603796,3.501927,-3.132635,6.966385,-1.203548,0.8287333,4.026394,1.524733,1.234181,0.1190864,-1.8222,10.55829,10.93935,3.88065,0.1347147,9.948975,31.84492,3.452719,-3.313043,4.110616,5.522051,11.14808,7.006749,-1.138788,0.4306532,1.774674,1.168336,-0.4891248,18.2926,1.984976,4.304758,-0.322036,10.07977,14.26455,10.25006,2.216738,1.693577,-0.8247401,2.136302,-1.383329,-0.4732668,10.17693,16.77316,0.4581302,-2.483812
2.69784,35.65485,7.84761,54.04422,-2.539637,38.28376,1.079483,6.203363,8.032334,-4.798089,-3.600866,15.0928,-3.174423,14.10607,-1.160478,-7.101975,-4.277755,-0.1496849,-1.211988,-3.525331,7.210484,11.3339,1.919667,1.993247,12.64771,1.412591,-4.222882,56.39765,11.21279,0.9077868,-0.1098437,-0.7887029,0.4196039,-2.635263,4.204415,2.543494,11.34869,33.05321,1.578343,10.03717,14.64321,-0.6261821,16.01437,1.747864,-0.7958682,-3.6534,0.1353401,19.46148,5.349553,13.07118,6.618167,1.506805,2.541966,-2.618201,7.232924,0.6615638,0.952719,2.476029,1.857872,-0.1543615,0.3712558,0.1981684,11.24213,9.84525,3.740781,2.363623,14.2172,31.43575,1.969431,-0.03575973,2.008397,5.641206,9.755217,5.2974,-0.876527,-0.7252926,0.5668532,1.557723,-0.1192909,15.05647,2.513407,4.531666,2.684018,6.372455,11.24492,9.545525,0.8622018,2.438329,-1.863854,1.747889,-1.220333,0.1109698,9.992859,15.53722,-1.31737,-0.2760987
2.79776,40.15458,9.435802,51.10065,-2.318636,35.95879,1.83621,7.074811,7.085449,-3.789737,-1.507761,12.97191,-2.663723,13.05654,0.03953897,-6.78132,-3.875776,-1.047981,-1.773748,-4.634585,8.243304,9.296289,2.715056,0.4826824,12.22921,1.433743,-3.09138,52.78721,11.17432,1.369114,-0.8794348,-0.7565013,2.671662,-3.473644,5.238297,1.967779,11.34776,32.03518,2.315502,7.360942,18.02864,0.9500816,17.36418,1.193687,-2.148727,-5.393442,-0.2809077,23.46073,5.018553,12.03613,5.824439,3.905664,4.262552,-2.015127,3.539795,-1.342026,1.118721,2.040456,0.927598,0.882673,0.9191418,-0.9663883,9.944287,8.740147,2.230585,2.165753,14.38307,32.0903,1.553668,-1.350542,2.76782,6.315447,8.938543,5.224704,-1.824121,-0.5172569,-1.777094,1.183332,-0.2232967,13.30106,4.991886,3.63107,0.2780611,6.769214,10.34993,7.656244,0.8155385,1.684002,-1.647439,0.880413,-3.435,1.183893,9.995491,14.95007,-1.168308,1.053571
2.89768,47.96887,9.623108,51.34861,-2.197426,36.54485,1.240498,5.356619,7.246019,-1.762057,-3.24605,15.13074,-2.421863,12.63619,-1.088011,-5.189199,-1.937236,0.6184402,-0.3486406,-5.013913,10.2935,10.03014,3.009392,0.1510484,11.85061,4.658,-0.8112222,47.53062,10.11393,0.5888328,-0.2629623,-0.4337814,1.105081,-3.86797,0.8008536,0.8560702,9.707031,31.49686,1.339511,8.389356,17.69751,0.4132067,15.73818,1.873345,0.7681378,-6.599366,-0.04852562,27.86832,3.709945,10.88866,3.85633,2.02589,3.438799,-2.724772,6.313096,1.459537,-0.2121132,0.7981058,0.498768,1.008819,3.729071,-0.9623007,11.36243,8.295043,2.655061,1.192444,13.69533,29.52775,0.3491794,-1.269745,3.411209,7.694693,11.19401,1.718706,-3.468316,-1.552438,-3.647902,0.07567097,-0.6942958,12.33693,3.93376,2.36864,1.218886,8.061636,9.665679,8.007448,-0.692463,0.9553844,-0.1404225,0.4021918,-3.125206,-1.919046,9.515743,15.05237,-1.647265,4.286256
2.9976,54.50185,7.114302,49.47676,-1.978692,35.32467,3.28055,6.384257,7.297875,-2.433891,-3.534211,15.97597,-2.199044,13.02062,0.9431482,-3.414384,-3.899956,-0.7708142,-2.002355,-3.909707,10.80977,9.693569,4.486382,0.2902678,10.82776,6.086672,-2.556859,43.20387,8.43404,0.1214757,1.501895,-1.388097,-0.09452569,-3.10935,5.16356,2.672627,11.87393,30.23046,0.07396836,8.741839,16.20506,4.004512,15.50181,2.374894,-0.1910231,-2.949539,-1.473582,30.19251,5.188368,9.281583,3.974455,3.120856,2.599015,-3.342955,5.437591,0.0997785,-0.1334953,-0.05066469,1.255119,-0.02545618,1.387681,-2.603621,9.172894,8.279891,3.123094,-0.2432337,13.13599,29.44845,-0.8344119,-5.103032,2.168889,4.00277,11.55913,1.888049,-3.61133,-1.988899,-3.959036,-1.426808,-0.8365742,9.471055,4.395884,2.139044,3.024151,7.445265,10.16326,7.166686,0.8541374,0.8319879,-1.300695,0.1989657,-3.095552,0.6031877,8.789631,13.70415,0.3533698,4.852051
3.09752,62.98181,8.100734,47.93376,-0.07127219,31.78025,0.004755381,5.8244,5.330215,-2.186334,-3.674093,14.65299,-3.143575,11.79865,0.5224557,-6.295074,-1.915961,1.256473,-1.042468,-2.23588,9.627812,9.727999,2.176876,0.5753503,10.35776,7.138223,1.028317,40.05188,9.27146,-0.6220695,0.6228057,0.01722,1.303779,-2.077491,2.405848,3.408864,12.11598,29.28159,1.762156,7.164201,18.06035,4.871028,14.77877,0.647709,0.3878443,-2.328445,-1.104489,28.63352,4.476768,11.49977,5.150416,3.246042,4.234746,0.6194522,7.365402,-0.8187811,0.7943821,2.98839,-0.3456003,0.2508186,-0.1058349,-3.397578,8.248125,8.263428,4.309012,-0.5144231,13.06681,29.21681,1.197949,-5.471577,3.328034,4.507398,10.95393,-0.619446,-3.068484,-0.8484005,-3.091355,-1.486943,-1.910091,9.732775,4.768081,2.867763,1.550683,8.697212,9.402812,6.650714,2.229043,2.423958,-0.9483591,0.8741955,-3.697773,-0.5450602,10.11753,12.97974,-3.48153,4.192476
3.19744,66.7244,8.008431,46.58661,0.1447006,33.10042,2.398685,6.428558,4.922506,-1.486562,-4.040045,14.01711,-1.2954,10.8034,0.5791139,-2.024048,-1.913868,-0.2753862,-3.442394,-1.438172,11.86356,10.3915,2.946483,0.1867269,8.798718,5.809208,0.1490183,34.62111,8.504189,-0.007594767,-0.3568365,-1.939777,2.665271,-3.825222,5.087653,2.038805,13.24727,29.12667,0.4281936,7.685407,19.50385,4.114902,14.54272,3.199907,0.6336219,-5.163488,-2.380089,27.22245,5.748199,11.08321,4.354959,3.577174,4.695016,0.9890051,7.46803,-0.8244721,2.107666,1.564278,-0.5366988,1.426166,2.488158,-2.235193,9.703266,5.146555,3.070817,0.1433026,13.76648,27.60202,0.6801782,-5.354998,4.550726,5.050499,10.55906,-0.2701744,-2.677622,-2.818932,-4.69312,0.1739476,-1.740588,9.127733,4.706262,3.479901,0.6619346,6.592529,9.214207,8.485482,0.7348947,0.5369491,-0.3750305,-0.05376245,-4.516603,-0.6923501,9.088328,14.6844,-3.733897,1.824209
3.29736,73.43634,7.558474,44.79905,-0.2471149,33.24532,3.385083,6.41897,7.179291,-2.080557,-5.503362,15.61258,-3.058968,10.76,0.5898878,-2.28006,-1.173093,-1.912036,-3.856591,-1.434584,9.698669,9.924128,3.227978,1.869276,10.57569,6.850904,-2.011365,32.08735,7.554392,-1.859765,1.018467,-0.7834834,1.166292,-2.606067,4.954602,2.025353,11.82267,28.55834,0.1074514,7.785093,20.87697,4.328154,15.9082,5.765384,2.020005,-2.527407,-1.678149,24.93925,5.323227,9.920753,5.24841,4.523116,2.049439,-1.03801,3.357361,-0.0547126,2.344175,-0.5999211,-0.6570987,0.23138,1.487549,-2.615687,9.969364,6.825774,3.26021,-0.01403866,14.70474,26.95053,0.8449309,-4.81248,4.025676,2.834407,12.53715,2.371255,-2.527862,-0.9783748,-4.150202,0.09247154,0.3530288,10.21453,3.828857,0.809817,1.221425,9.498227,9.620811,7.125205,0.7250651,0.879153,0.3054953,1.276674,-4.391885,-2.225804,9.165531,13.34561,-1.062152,1.596057
3.39728,82.73925,8.879771,43.08142,-1.330245,31.88407,3.077865,8.565264,7.05871,-1.763572,-3.077568,13.61529,-2.327026,9.582557,2.231547,-1.137286,0.1956197,0.8131445,-0.8090662,-4.740781,10.95081,12.65524,2.502725,-2.119359,11.42588,3.160619,-1.407429,27.72347,8.476871,0.3610251,0.6917228,0.7027528,1.86455,-1.178375,2.828496,2.898026,9.819261,31.08774,2.520891,6.840641,18.27571,3.47073,16.85321,10.79001,0.6536592,-4.150676,-0.9840561,23.66406,7.157113,10.30222,5.718292,5.624292,3.317366,0.5364098,6.286001,-0.3744963,1.151853,2.926899,-0.08534023,1.098014,1.514602,-2.456957,8.16269,5.834119,4.267811,1.163103,13.67885,26.60633,0.03977725,-4.927281,2.885292,4.201927,10.92953,2.011902,-1.750562,-1.167635,-3.100161,0.3758361,1.49315,13.85409,4.207699,3.111084,-0.4239464,9.703623,10.25495,6.331091,1.349335,1.431981,-2.026347,2.378225,-3.587167,0.09529774,9.728109,12.28281,-1.393485,1.303256
3.4972,86.15447,7.989127,42.70367,-1.233109,32.70311,3.04598,8.332903,7.380338,-1.674859,-3.26772,13.88793,-1.387248,8.693619,2.687385,0.3680105,-0.2083188,-3.386419,-3.159557,-3.953374,9.981978,11.92352,2.636617,0.6020668,11.96067,5.108332,-2.639537,25.151,8.003259,-1.398382,2.860934,0.1296931,2.122245,-1.114408,3.651357,3.00882,10.44703,31.51567,2.951009,5.314941,18.96048,2.04926,16.96952,8.614617,0.6219528,-2.942886,-1.439749,21.61305,5.472425,9.726637,5.299663,3.051054,4.860554,-0.3639396,5.35816,-0.1085304,1.432349,0.7408938,-0.4173033,-0.4804338,2.760574,-2.319224,8.579645,6.915915,3.427649,0.9411294,13.56778,25.53575,0.4967966,-5.107843,3.976974,3.122319,10.84542,2.740158,-0.9528794,0.1607959,-3.356577,1.77868,-1.55402,12.01408,6.077524,4.182517,1.450719,10.73487,9.41298,4.781716,1.292112,1.004968,-0.2633124,1.982932,-2.95085,-2.408588,9.921846,13.0188,-0.4990285,0.4491336
3.59712,93.72256,9.056194,41.26923,-0.7232298,30.27664,1.143768,7.023862,9.149518,-1.621678,-5.475261,12.75708,-2.262044,9.687216,1.79806,-0.3895873,0.9706733,-1.20807,-3.211187,-3.855983,9.653882,10.47706,1.537508,-0.6254557,10.47553,4.094376,-2.434396,22.89967,5.516962,-1.344625,0.7174464,-1.619168,2.48355,-2.156065,3.217243,2.137185,9.663527,28.50182,5.553819,7.13674,19.81392,1.65042,19.63047,9.615063,-1.772792,-4.610241,-1.702012,20.70323,4.50294,8.894497,4.507882,4.262808,3.609703,-0.8134927,4.972836,0.529175,1.063263,1.397433,-0.392161,0.9873114,2.523814,-2.718456,9.66706,7.891331,2.500233,0.3297535,14.83813,24.8243,-0.456051,-4.955391,4.86681,2.765197,10.4053,1.065605,-1.411455,0.9404873,-3.714021,0.7933758,1.393179,10.10941,5.640578,3.713691,0.6618706,13.55675,8.733269,4.67283,1.375689,0.3686242,-1.303842,0.4861133,-1.999554,-0.9819795,9.733623,14.53957,-2.553578,-0.07961551
3.69704,94.49069,8.426793,41.96653,-0.7670608,29.00927,2.129962,5.974871,10.56104,-2.728858,-3.43339,12.72771,-2.254148,10.0081,2.390408,-2.345707,0.797345,-2.146274,-2.411628,-3.619776,8.43806,12.06991,1.275474,-0.405489,10.90585,3.195268,-2.042613,20.27648,5.275126,-1.061956,0.5036335,0.222552,1.428782,0.9232755,1.604149,2.518917,8.365596,29.82144,5.269294,6.199045,22.19225,0.5740477,17.43013,10.44924,0.05957538,-3.830287,-0.7453673,20.15621,3.560661,10.11628,4.432861,1.297727,3.753697,1.400371,6.385079,-0.7148749,3.056572,0.7290124,0.09363048,1.654215,1.026379,-2.118144,7.582715,9.590422,4.954383,0.3262921,14.01439,27.77112,0.4699606,-1.42134,4.636302,6.826765,11.70983,2.796475,-1.406188,-2.982986,-3.795166,0.7276835,1.911738,10.80842,3.925912,1.825151,1.21491,11.09439,9.157998,4.238854,1.179143,1.70636,-0.1311887,1.697668,-4.967675,2.517632,8.017725,13.79686,-1.9734,-0.02518352
3.79696,93.30762,8.296181,40.25405,0.02124074,29.11137,2.377301,6.429634,8.18224,-0.0515346,-6.134414,11.84034,-2.079155,9.033811,1.597257,-0.09465441,6.172041,-1.491251,-4.72135,-2.150528,9.847469,11.43101,1.758221,0.2241052,11.3311,5.065615,-0.1598592,19.98,4.001687,-0.4231298,0.7570441,-0.1360358,-0.7057181,5.417698,1.721091,1.472558,9.272742,27.95749,2.817507,4.980412,19.29353,-3.86427,19.63562,8.535281,1.009338,-3.158262,1.834227,18.24235,4.713565,10.6846,6.33065,0.6605209,4.561084,-1.042114,7.11207,0.8009126,2.415123,0.4169955,-0.01886176,1.352408,3.319024,-0.196631,8.584266,24.55542,2.669044,0.4020932,13.19869,27.14738,-1.072638,-1.082991,3.826362,3.777092,10.62811,2.538444,-2.537314,1.289426,-3.081366,0.07269412,0.3105625,9.797741,5.46809,1.744859,1.214538,10.39065,8.332704,3.388257,0.6143813,4.04594,-0.8508242,0.4247959,-3.408473,1.472009,8.907951,13.15555,-2.950259,0.0843056
3.89688,94.44647,10.79153,41.54007,0.6322368,25.40569,1.83655,6.114458,7.124785,-1.981617,-4.271135,12.34864,-1.699708,8.927829,2.06093,-0.8442376,8.713796,-2.129884,-4.237598,-4.693441,8.513535,11.41577,1.943972,-1.729029,14.30951,-0.01006401,-2.673602,20.94309,5.250604,-0.2059727,1.384282,0.4537492,2.07784,3.852843,2.164777,4.784504,8.11421,27.15953,3.601891,4.83429,17.18781,-1.130531,21.76853,7.072071,-0.2096948,-5.468894,0.3676361,15.76162,4.206914,11.42877,5.816644,0.5386623,2.444742,-1.801756,5.507445,-1.899451,2.580151,1.752358,0.5588406,2.388907,1.013346,-1.306512,7.225934,44.82999,3.071464,0.6964708,13.74886,27.95507,-0.7467819,4.567058,5.06038,3.506229,9.827802,5.054636,-4.468621,0.1527886,-3.200823,3.441977,4.235199,10.8351,5.327118,1.765141,0.552704,12.60105,9.19051,3.850178,1.502417,2.624266,0.0702344,1.667756,-5.512743,0.1773223,10.94128,12.40151,-1.424724,1.428962
3.9968,93.40542,9.537892,39.52472,-1.238012,27.0213,1.488235,5.454256,6.493917,-0.8426632,-3.677128,12.80119,-2.751876,9.262517,1.634573,-1.267033,9.236778,-1.335948,-3.614925,-5.22892,9.406004,12.70919,0.7469386,0.4006491,12.36152,3.419971,-0.9845586,19.77015,3.177137,0.03677751,1.55807,-0.4656229,0.0838807,5.102108,1.645051,3.817575,7.687196,25.2802,3.34881,4.704408,19.40278,-1.103389,19.79882,6.321609,-0.4842494,-3.732831,1.391884,16.32502,5.408879,9.786117,6.37884,-1.024473,2.988543,-1.469516,6.427461,-0.03320334,1.736723,0.5901601,2.596666,1.294823,0.1853925,-0.7828615,8.681149,66.42294,2.621628,-0.7915648,13.25467,27.15682,-2.901851,8.638624,7.156713,3.180153,9.416562,3.612687,-5.025654,-0.02503783,-3.915292,3.35371,3.589427,9.734638,5.066879,3.167197,-0.009174608,10.22143,9.827087,2.783003,2.064304,1.917819,0.2204589,-1.297967,-4.748552,2.154957,9.428783,15.52799,-3.08029,-0.1658643
4.09672,93.13429,8.910777,39.16216,0.2677425,26.77961,2.365928,4.230733,6.293477,-0.03577349,-4.427608,13.14709,-2.239456,10.27304,3.154603,0.3279977,12.4481,1.228144,-3.330125,-3.518538,8.534755,11.79956,0.7865604,-0.5055179,11.55185,2.831666,-2.497551,20.37193,3.524962,-0.3006457,1.952253,-0.2639409,0.4223624,7.422405,2.561782,2.948978,9.504041,25.31408,5.376375,5.340786,18.98643,-0.1667559,21.16184,7.86799,-0.5050407,-3.882133,-0.5820619,13.71849,5.682971,10.07098,5.801892,-0.4007217,4.503721,-0.763072,8.166825,-0.6831765,0.8043612,-1.356593,-0.0586936,-0.4474482,1.063906,-0.6587062,9.223763,80.19271,3.491158,0.1385855,12.07027,25.71443,-4.362952,9.597729,6.899713,2.435012,9.509786,2.577047,-4.038598,1.048698,-1.849394,2.653147,5.045988,9.102806,5.281032,1.783411,1.539995,12.74964,8.0027,1.926805,1.077513,4.103383,-2.24342,0.9880574,-2.575548,0.2573438,10.47221,14.44315,-0.8626304,0.1025955
4.19664,88.78905,10.34409,37.8754,-0.906554,27.50798,1.577093,5.713965,6.48857,2.439426,-2.502066,11.49866,-4.742476,9.742342,3.227024,-0.9466971,9.613813,-1.535103,-4.944365,-2.657696,10.84431,11.0979,-0.6392841,2.828699,11.0325,6.313404,0.8960856,18.35081,3.492894,-0.2759526,-0.3050478,0.8248779,-0.6259802,11.41182,3.37592,1.930215,8.72967,27.09678,4.357377,4.960274,20.39778,-0.5102682,19.41297,6.917658,-1.480217,-3.047089,0.6335424,13.447,5.332721,8.993721,5.334906,0.1801657,5.247773,0.3771126,5.556115,-2.601204,0.9170371,-1.958113,0.8432321,0.3094312,1.467171,-1.529583,7.409647,95.84014,2.735542,-0.7869287,12.58591,26.071,-4.616267,11.97193,6.156633,3.082493,8.551156,3.644618,-4.574931,3.870978,-1.766387,1.893507,5.389753,6.619632,4.951294,2.043202,1.292913,11.73943,7.324615,1.847346,0.9834926,1.778891,-0.4155397,-0.6983627,-3.217442,1.063213,8.607253,14.908,-3.554056,0.3419945
4.29656,89.40208,11.62749,39.66126,-0.1587713,25.28406,0.3335082,6.400868,4.766147,-0.05118123,-1.796323,9.698014,-1.791986,9.635278,4.167914,-1.78476,8.141381,-0.2164374,-2.231525,-4.353514,10.38665,13.22806,-0.4559212,-0.4080257,11.08262,4.5477,-1.311026,17.55499,1.477941,-0.5744157,-0.5860177,-0.2562214,0.5004211,10.96809,2.532996,2.824444,7.84042,25.85176,7.128139,4.770475,19.9586,-0.2981945,18.97907,5.535262,-0.7714711,-1.775687,-1.191323,10.55996,5.245179,11.0295,3.761684,1.231408,3.194799,-0.9054203,9.019952,-1.243002,2.812461,-1.871031,2.915051,0.1649346,3.212239,-2.221363,8.783652,114.8303,3.314801,0.1268019,12.77094,25.35928,-5.349888,9.963079,5.690189,1.703794,10.15788,1.077548,-4.604664,1.724329,-1.412649,1.431038,5.879006,7.668028,4.584445,2.982898,1.2909,10.13181,7.164063,0.9301484,1.83071,3.145363,-0.1648447,0.9693277,-3.060441,0.4954263,9.854721,13.90245,-3.408633,-1.153853
4.39648,87.99048,10.03322,37.9637,0.1056871,27.47707,1.584782,5.499169,6.249424,-0.9663782,-4.032009,10.32939,-1.870812,7.909266,3.4462,-0.5151902,9.06413,-0.466181,-5.214352,-2.852038,9.927015,11.14145,-0.2720797,-0.3411707,8.722198,4.482122,0.2265646,17.55298,3.739598,-0.5282641,0.1416305,-0.6977428,-1.335589,10.83295,2.888691,5.372181,9.002777,24.08051,4.61775,3.191478,17.32206,1.29081,19.12919,4.776239,-0.2941064,-3.592315,0.5627961,10.10939,4.992014,9.972856,5.839526,-0.4495212,3.553332,-0.3023026,10.21702,-1.106515,3.036561,0.3240637,2.866989,-0.2178199,1.710707,0.8563724,7.658811,127.9836,1.42576,-1.285615,11.85006,22.72379,-4.105562,8.805487,6.555221,1.64956,8.052087,-0.1076715,-3.915677,2.043715,-2.391198,2.931546,5.153234,7.19792,4.278191,1.47102,0.2797172,10.20307,9.675381,2.184981,0.2388649,1.05578,-1.819761,1.026442,-3.017573,-1.066268,11.92419,14.5162,-3.666327,-1.441818
4.4964,85.68507,10.41203,36.12175,0.5029252,25.81596,0.6189784,6.585085,5.30007,-2.745938,-2.651114,10.76397,-1.257467,10.24723,2.92269,-2.116186,5.834877,0.9662163,-3.213,-3.766403,9.150077,12.03345,-0.2785013,-1.473571,9.858738,3.988103,-0.7550471,18.05337,2.412061,-0.1195923,-0.4369145,-0.9997295,1.187908,11.8962,2.271149,3.492087,8.169769,25.02801,4.275206,2.027796,18.84295,-0.1607203,19.07352,5.327759,0.5052916,-2.277094,0.9084378,10.02044,4.245008,9.723022,5.563509,0.6869752,4.57718,-0.8863931,13.10512,-1.475381,2.673559,-0.01066394,1.444884,-0.8464139,0.5790635,-0.956306,5.888867,138.237,2.257194,-0.9400036,12.79175,24.38979,-4.115709,6.448577,6.268265,-1.125308,8.436728,-1.183819,-4.989674,2.539239,-2.089867,2.973846,5.843847,6.419712,3.724957,0.8355367,1.863968,12.08629,8.236276,1.780158,0.6460807,1.682112,0.2957288,-1.016101,-3.356601,-2.088728,8.749287,16.07966,-5.164114,-0.3047134
4.59632,84.77391,10.1561,37.7046,0.3566775,23.86052,1.107535,5.48681,3.962663,-2.817648,-1.769786,10.94137,-0.2338485,8.193466,1.887392,-3.422349,7.647396,1.351095,-5.01429,-2.771302,8.880037,13.19471,-2.263769,1.074111,10.66638,2.994798,-2.063247,16.69487,2.654896,0.4291147,-0.7250316,-0.0600194,0.129564,11.74398,2.055929,2.743173,7.321639,23.14696,6.2886,2.690173,17.26031,1.162282,22.29892,4.934297,0.1116346,-3.818966,1.146057,9.155375,6.504112,11.33635,5.741882,0.1260819,4.945808,-0.681515,15.9614,-1.825311,1.819517,-1.845458,3.939531,-0.460501,1.930869,-0.4717328,5.815117,144.912,2.5304,-0.9140554,14.82124,26.77958,-1.01522,6.957685,5.120802,-1.547632,5.735913,-1.413351,-4.599705,2.035541,-3.303344,3.02892,6.70809,6.564837,2.79813,2.507506,-1.191773,14.55023,9.486594,2.638211,2.944716,3.336823,-2.399652,-1.430508,-2.833526,0.7550977,9.257746,15.73811,-4.311485,-1.07011
4.69624,84.83816,10.80646,35.89652,0.1115766,23.64365,0.5002481,6.852485,3.967077,-4.167935,-2.669669,9.966763,-1.326912,10.06997,2.574976,-3.119204,7.594182,0.7269136,-3.920914,-3.572535,6.553406,12.32076,-0.6877966,0.01246088,11.72208,2.820701,-1.338457,15.44706,4.491084,-0.5165119,0.03722091,-0.1549128,0.1967387,10.17298,1.798957,1.895456,7.024262,25.51181,7.532834,7.078288,18.19197,0.7494398,20.68229,4.575214,-1.789504,-3.218483,-0.7013476,7.486022,4.330527,12.00272,3.429159,1.934949,2.996631,-1.429757,16.91196,-2.124678,1.378428,-0.3119576,2.470848,-0.0470098,2.780369,-0.7709831,6.586431,146.6174,2.992314,-0.7275367,14.84273,27.09548,-1.807048,4.560975,5.182796,-0.9083886,9.012512,1.264072,-3.505479,-0.7132269,-2.220347,4.239814,6.921444,7.226111,2.231198,3.923273,0.06570888,14.1775,9.351527,2.969372,0.4895872,2.472957,-0.1336402,0.05168636,-1.567624,0.2964741,7.756135,15.48892,-2.934421,0.9318438
4.79616,83.29861,10.22573,36.37732,0.2637151,23.23034,1.069292,6.230344,0.5920371,-2.477128,-1.665867,11.61215,-0.9675205,7.012558,2.318344,-4.224276,6.813358,-1.015364,-2.565647,-5.183144,10.09331,11.02979,0.0256039,1.183881,13.13852,4.896716,0.04657003,14.41911,5.002195,-1.197483,1.779356,0.1260399,0.2680963,12.92972,-0.9223194,2.437648,6.905238,24.67062,10.81523,12.66076,17.45352,0.5152055,19.19958,3.702554,-0.1648797,-0.8297532,2.89636,5.94548,5.155965,11.82256,3.45075,-1.463769,3.751641,-0.4061361,16.12983,-1.533624,1.925242,-1.689426,2.068349,0.4086265,2.082998,-0.5261487,6.468251,141.3368,1.676901,-1.230588,12.84505,25.24612,-0.5428827,7.939035,2.895048,1.064821,7.015703,-2.220877,-3.075652,-1.539209,-0.7700036,3.829583,10.70818,6.084308,2.845844,2.186345,1.222759,17.78036,8.617677,0.7344871,0.8922803,3.545005,0.717785,-1.679903,-2.039054,0.6889094,7.983604,18.47482,-3.390358,0.5768642
