 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125, C126, C127, C128, C129, C130, C131, C132, C133, C134, C135, C136, C137, C138, C139, C140, C141, C142, C143, C144, C145, C146
25.57952,5.711275,62.6452,15.27392,3.540885,39.51448,0.6757571,8.687724,21.96404,1.965558,2.292109,9.936908,5.947298,3.908677,-1.906194,9.58556,22.04828,6.908735,0.4499878,0.1720765,65.46509,4.699563,-0.8765417,3.201106,0.4631738,10.42511,-0.384253,25.77883,2.570091,15.32422,1.256706,3.092132,1.186945,1.80428,1.108003,1.952868,-1.537254,8.872843,-0.4546961,2.806296,-2.580464,1.745756,2.875589,2.056972,7.096174,16.83564,29.27419,2.529256,2.051234,2.855118,6.674245,0.3511637,2.32048,57.79231,-2.537368,-2.524635,2.033715,2.359352,28.28507,-1.043983,0.2200397,1.957938,4.794465,7.278313,9.814803,-0.3503147,3.635479,-2.410604,4.783412,-1.000996,2.451977,2.176901,0.6978897,1.295271,6.249041,-0.6792316,6.074979,0.1799394,0.2722638,9.833678,8.114663,14.6448,1.530252,9.044708,1.658394,6.751099,0.08628628,4.289659,2.419854,5.072776,-0.296494,12.10738,29.77827,17.437,18.21283,29.03023,2.04837,3.301452,3.481349,-0.2091291,-1.262567,0.5833222,10.14903,35.70167,0.4680058,5.177931,5.785083,0.118745,2.963247,15.00415,1.65309,7.933523,9.008722,3.22199,3.842976,9.270676,2.202678,2.185346,6.03082,0.7857175,3.045368,4.904328,9.806576,1.394343,2.521697,12.82534,1.77867,17.65209,29.2349,0.683616,4.808106,39.39533,1.440817,8.334362,-1.19417,6.283762,-5.62615,10.80095,0.1424766,0.8596802,3.705663,16.44177,0.3064654,6.111819,-2.090342,55.56586,0.7819612,15.3567
25.67944,5.821373,60.89659,13.58646,3.758585,41.95053,1.401736,7.862292,24.71483,0.9086319,3.531833,9.140552,4.182666,2.614239,-1.667809,10.37252,22.90669,6.003241,0.02159818,-0.2230501,63.18575,4.79757,-1.257866,2.987963,0.950878,9.69053,-0.09590223,26.67878,0.3615083,17.22876,-0.7205295,4.681482,-0.181324,0.9033809,2.063868,0.8616325,-0.878961,7.145505,-1.376834,1.560657,-1.9893,-0.101576,0.3632012,1.64354,9.437229,16.8973,28.73376,1.889372,1.260478,2.332701,5.316897,1.278187,1.18744,59.65793,-1.508475,-0.9836999,5.468908,2.3495,29.07369,-1.854963,0.7315264,3.047057,6.665359,7.347651,11.2555,0.7769974,1.231049,-1.429405,6.425555,-2.677521,1.924566,3.738004,-1.821949,1.623636,7.612366,0.128775,6.766016,1.159654,-0.07783119,12.08749,7.373121,15.1101,0.9752207,8.439562,2.767384,6.305429,2.031671,6.109611,3.256169,3.877405,-1.225912,11.2343,29.76833,18.9146,18.08344,25.92725,2.282444,4.195293,2.919613,0.5510468,-1.634515,3.452735,11.38851,34.53372,2.667487,6.122202,3.686179,0.7563556,1.931175,16.21001,0.1051838,8.298495,9.98752,4.528475,4.105666,8.832249,1.131383,1.529936,3.837565,1.80653,4.567606,4.751964,8.553391,1.65124,1.773839,12.16394,1.421037,19.28198,30.44061,0.9362805,1.859458,46.78411,1.826205,7.620815,1.101249,6.291813,-6.38108,10.09615,0.672873,1.245931,2.097849,15.20224,1.15895,2.822659,-2.159828,53.40227,0.7100045,15.91673
25.77936,6.741755,59.69655,12.24815,3.70644,40.07328,1.508844,9.02585,23.65925,1.70474,3.972681,8.832551,2.984039,3.437479,-2.702864,11.78518,22.51475,6.684697,1.209399,-0.207344,62.55231,3.705463,-0.6530208,3.90769,0.8006666,9.137012,0.6342077,24.97067,-1.240473,18.313,-3.01342,4.59755,3.479153,-0.6811454,0.8550431,2.323261,-1.601913,8.052985,-0.7120749,4.829072,-1.836816,-1.108728,2.179929,-1.332281,8.520509,15.6958,30.11017,0.7395576,2.116606,2.517097,6.612527,2.663082,-0.09319427,59.14315,-2.540197,-2.036783,5.314606,2.136163,29.23927,0.2759671,-1.803005,2.56396,9.270453,6.590929,10.7394,1.220322,5.396291,-0.47558,5.682829,-1.662315,2.223918,3.722076,0.6962557,4.313474,5.350139,-0.7049485,7.858089,2.68407,-0.2565585,11.98742,4.866978,14.07218,2.841025,8.10859,1.398814,6.880298,0.5897326,5.158165,2.792205,4.06221,-1.46211,13.32174,30.27705,17.99263,17.32837,27.16924,3.057913,4.374496,2.788637,1.045201,-2.569775,0.8812158,14.05615,37.56858,0.09844726,7.81076,4.182655,1.090202,3.632033,14.36181,2.363545,9.140759,10.23825,3.682885,6.438952,7.441779,0.4510137,0.8916026,3.674248,1.417684,5.257821,5.397261,7.587579,1.375585,1.674953,10.56424,1.480065,16.71984,30.58132,1.152936,3.666421,46.16782,0.6839622,7.598464,-1.450181,5.233269,-5.583831,9.831627,-0.8858347,1.527115,4.208565,14.28915,-0.5245759,4.150139,-2.224921,54.87377,0.6417558,15.28589
25.87928,3.598338,59.36901,12.71632,4.143606,41.44825,-1.117182,8.010515,22.90787,2.343522,5.073287,9.67294,3.899218,1.673017,-2.313745,11.24485,24.35525,7.595913,2.870895,0.7935519,59.26454,0.3885398,0.1238587,4.558317,-0.9064674,7.190305,0.005181723,24.17161,0.3437716,17.25568,-2.07421,3.816754,3.294322,1.599782,1.365782,3.76778,-0.1682282,7.47312,-1.139421,2.915739,-2.584896,0.3718005,0.6790449,1.879606,7.504164,14.27227,29.84564,-1.085912,1.360028,3.695423,7.35422,0.8173836,0.3460085,53.98072,-2.401137,-3.004823,4.27598,3.411754,28.62095,-0.4495594,-0.3336689,3.753206,11.56007,6.671352,8.714258,2.187539,2.738491,-0.729715,6.140436,-2.637788,3.242246,5.109185,-0.4632664,3.083192,5.087104,-0.6689416,7.346271,0.03354139,-1.576813,10.95705,6.031489,14.31659,1.727301,7.687749,3.381947,6.053802,0.8194684,7.866326,2.611601,4.123796,0.7990416,13.40486,29.76447,16.4519,17.17196,26.70679,0.6636446,2.173591,0.183519,0.3885227,-1.259628,-0.9959168,12.87879,36.24715,0.6710665,8.802821,3.945973,1.582675,4.132619,13.50486,2.171404,8.180627,9.470985,2.002847,4.110332,9.894887,1.712962,1.390935,2.135327,-1.123211,4.00112,4.254247,6.530005,1.299127,2.064641,12.93178,1.513306,17.00057,27.69499,0.2708456,4.015022,44.13046,2.3334,9.504023,-1.830143,6.077988,-4.816384,10.71827,-1.037162,0.2830589,4.544523,13.64626,1.237636,3.606665,-2.285898,55.8073,0.5770236,14.8877
25.9792,4.30711,59.32383,14.42624,3.723635,37.55748,-0.2062092,7.387587,23.18455,-1.222325,4.90284,8.398912,5.563146,3.42498,-3.121393,12.46262,25.49625,5.832943,2.117175,2.371438,58.26978,2.291697,-2.243034,4.052169,-0.3006449,8.853518,0.004253,27.14972,-0.1310284,17.37477,-0.7181563,3.172621,3.690851,1.830262,-0.6362876,1.894451,-1.9638,7.849025,0.01969161,3.348959,-1.766681,0.1530361,3.010828,0.1650718,8.144863,15.91418,29.73896,0.1381383,1.686408,1.889298,10.41324,0.9104015,0.2440503,58.96976,-2.348278,-2.847016,3.012479,3.26895,26.38735,-1.795735,-0.3529329,2.034191,13.23216,5.684823,7.373173,2.953202,0.8973092,-0.1461903,6.731611,-1.49346,3.421003,5.738282,-2.055405,3.043801,6.483674,0.2883013,7.546504,1.650187,0.2567024,10.77954,7.433323,12.71413,2.683719,6.94827,1.698502,8.108251,2.015972,6.115231,1.460134,6.000705,-0.9761449,13.88133,28.85203,16.07006,13.3639,27.29584,1.164557,3.443572,2.589131,0.9665552,-3.050827,1.669448,11.45695,37.43304,1.249468,9.217529,5.113967,-0.4663208,4.017828,15.32985,1.172011,9.094418,9.309697,2.62477,4.666478,8.481636,2.493342,0.1872622,2.656585,-0.7424169,5.273394,5.658753,6.155097,0.0689852,4.830148,11.62172,0.1851802,17.70917,28.39018,-0.1465703,3.825476,41.87493,1.662816,9.55399,-0.7467418,6.523592,-5.199997,11.12469,0.8092103,-0.04690823,3.972682,12.98158,0.7485994,3.518403,-2.34302,56.06321,1.062737,14.30816
26.07912,2.301371,61.46527,12.28685,2.00929,36.69071,-0.7291624,7.106861,24.93546,-0.04195464,3.657899,7.121536,4.961737,2.69662,-1.839696,12.11452,25.88061,5.743447,1.532773,3.707746,55.16454,0.2193227,-1.059269,4.805457,-0.6143425,8.490974,-0.006643679,27.84772,0.1104901,18.27831,0.5122823,2.926817,2.780739,2.360677,2.285493,2.629646,-2.156214,6.860632,-2.255435,3.467753,-2.061455,-0.05265307,-0.8114759,0.6857162,7.930073,13.04777,29.92388,0.3270944,0.9212594,4.553743,4.887587,1.866247,1.955544,61.77863,-1.992573,-1.559,4.710169,3.390434,25.63556,-0.7224049,1.510145,3.144687,11.01729,6.092819,7.891516,1.172248,2.339866,-0.1071292,3.976849,-1.650846,4.168689,5.401518,-1.613719,0.95253,5.841843,-1.325513,6.211961,1.128748,-0.8755417,10.76725,6.008842,14.9044,1.543045,8.202823,2.587563,8.851621,0.394674,8.029102,2.535331,3.541497,-1.211239,10.98947,28.9961,15.72026,14.32916,24.4628,1.886733,2.061451,0.7690043,-0.09957094,-0.6225256,0.4785995,10.58933,35.58855,0.498012,9.066533,3.683571,0.8576142,4.066686,14.06078,0.7348725,9.515037,11.31066,2.891607,4.089219,6.885197,2.008857,2.647835,1.905285,-0.2153856,4.139329,5.747816,7.365438,0.7640959,4.280533,11.52943,2.371391,18.3041,28.42785,-0.1844638,6.18766,40.17336,1.112394,10.64,-2.480348,4.978646,-3.774217,11.13737,0.5871602,2.176344,6.016384,13.03919,0.4008267,2.836874,-2.39653,55.33272,1.258874,13.75681
26.17904,4.642603,59.93244,12.12544,3.133078,36.73377,0.4784388,8.716068,24.81575,0.09894393,1.623057,7.737222,4.874119,4.379704,-4.006227,12.95043,28.11623,4.696322,-0.01022608,3.397816,53.14015,0.7791385,-1.251942,2.919005,-0.3839645,11.81999,-1.470415,27.74663,-1.251705,15.67687,0.6435573,4.120127,2.300384,-0.4612766,-0.367801,2.75079,-0.6181515,6.813482,-0.3769701,3.531091,-1.108783,-0.1720449,3.962133,0.6840065,9.536322,11.665,29.05638,0.9682674,0.7108216,3.197621,9.854065,2.552576,-0.7856907,63.5396,0.1272881,-3.210187,5.319534,4.126529,24.87637,-0.3532806,-1.809894,3.428298,10.25904,6.354973,6.201406,0.05829762,1.678934,0.08380915,3.173993,0.7614043,2.633623,6.357247,0.03280795,2.536887,5.601312,-1.15181,6.707279,0.492973,-0.5916947,10.90615,6.722174,14.32973,1.862549,7.42109,1.287258,8.136237,2.085624,6.580015,2.111216,6.084022,-0.217536,12.95865,27.14308,16.68774,14.77251,26.57964,1.714693,3.406327,1.508435,1.355664,-1.265489,1.502969,13.04144,34.77959,-0.8630186,8.697862,3.530047,-0.1721698,2.46382,14.05002,1.056672,8.643161,7.55524,3.233882,5.258013,7.835124,1.735346,1.020126,2.706898,-1.191458,4.978123,4.322383,8.438679,-0.5309103,5.28332,11.95085,0.3606173,18.21967,27.47254,0.1691067,4.854359,39.54226,1.801934,9.97572,-1.144554,5.321794,-3.341659,10.36287,1.353565,0.5925936,3.249558,13.83802,0.6712844,1.979544,-2.446657,53.1775,1.421808,14.7819
26.27896,1.932345,56.18755,10.98136,2.946546,36.70204,1.450758,8.590117,24.74702,1.351297,3.959313,8.186534,5.826274,9.259158,-3.070801,11.34669,31.16312,5.706446,0.8444605,1.302285,50.94862,1.60545,-2.470883,2.839101,1.05782,11.87862,-0.4307418,24.81988,-2.158064,16.15269,-1.092036,5.204283,2.643272,-0.870004,-0.09724537,3.189295,0.2272069,7.74457,0.3806977,2.61721,-1.619406,0.1803342,1.736634,1.404607,7.945727,11.77833,28.19115,-0.1469887,3.09349,4.807785,6.652523,1.163828,0.5670691,62.41038,-2.40797,-3.396416,5.189968,3.648532,24.05552,0.3347936,0.02327235,2.025758,10.43437,3.577729,5.980897,1.026548,0.6234295,-0.6696917,5.30302,-3.205866,3.33027,5.403139,0.03719921,2.604012,3.887632,-0.8302845,6.781562,0.3759103,-1.258199,11.07738,10.23874,13.95136,-1.20358,7.560301,3.863217,9.438209,1.344746,6.394036,2.491305,5.878964,-2.130049,11.6708,26.57785,15.79901,12.2697,25.55228,0.6576577,3.60266,0.2849752,1.953918,-0.9703735,-0.4934382,11.13813,33.73423,1.241065,8.176786,2.736087,1.497233,1.521048,14.12265,1.492249,7.914829,7.973685,3.999911,6.058788,7.369106,2.677932,3.015609,2.83033,0.3882709,3.585749,4.730431,7.800864,0.6021539,5.1375,11.8114,0.674197,17.57273,27.88531,-0.2846164,6.44213,37.49331,2.218479,9.845559,-1.631374,5.355436,-4.606156,10.04724,1.166466,0.2754882,5.535752,12.66229,0.6476613,4.41426,-2.493614,54.04099,2.771919,14.20962
26.37888,3.813549,58.43425,8.25383,2.534644,36.73949,-0.7728276,5.196824,22.27006,-0.7323359,2.88633,6.692238,2.451613,11.90632,-2.061989,8.809729,33.77295,3.930399,1.369416,2.095665,50.423,0.430812,-1.352237,3.590276,1.704557,14.22681,1.265612,24.68476,-0.5882286,18.45607,0.4301628,3.640575,1.6535,2.013224,1.293583,0.9195275,-0.6057534,7.504352,-0.1816799,2.990895,-3.170559,-1.238191,2.00012,0.352873,7.22512,14.24783,30.23448,-0.41207,2.714222,2.611621,7.281715,2.765352,0.3610387,61.93428,0.4835847,-2.460254,4.329352,2.318831,24.00494,-0.6951292,-0.2816131,3.487353,8.694612,6.575501,5.458905,1.49584,-0.6559014,0.3110602,2.373805,-1.095982,1.174201,5.028986,1.687229,1.680574,7.36945,-0.3775296,7.816723,0.7901508,-0.03143621,9.869132,8.03561,13.4259,1.203994,8.703096,1.759558,7.885875,2.022503,6.59495,1.177781,5.630955,-1.409994,12.33085,26.61112,14.58164,12.17296,29.38621,1.669663,3.637351,2.45917,2.836043,-2.089496,1.29944,10.92375,33.88249,1.874009,10.08366,3.021458,2.308671,2.443841,14.55964,0.6815079,8.705868,7.854854,3.086166,4.109193,8.255776,3.047177,2.566432,1.731954,2.764022,5.914569,4.966247,5.06157,2.787816,3.517103,11.80465,1.401629,14.77846,28.2688,0.5623885,5.943422,37.52122,-0.01123637,9.825153,-1.912765,5.536995,-3.896882,8.413676,1.835771,1.205271,3.884306,14.71826,0.7379262,2.690569,-2.092191,51.94299,2.597167,14.02927
26.4788,3.923103,56.31324,9.388454,2.317178,35.8007,-2.282778,8.678185,23.53494,-0.4828888,6.713583,8.769118,4.603355,11.54103,-0.3298075,8.127871,37.41197,6.543093,-0.2901998,-1.50791,46.42615,-1.487085,-0.3684751,4.492437,-0.7345283,17.48613,-1.832001,25.90224,-1.543577,14.67278,1.475396,3.183123,1.650196,-0.7000606,-0.6671101,3.812346,-2.92582,7.28696,1.288031,3.859361,-1.292118,-1.279203,0.5865563,1.078715,6.186471,14.85162,30.25728,-0.2729278,2.297918,4.837414,6.39119,0.633925,0.6867952,59.42203,-1.37648,-3.602138,4.620816,2.941652,22.63156,0.9392116,0.1546541,1.360606,9.867832,4.441942,5.255373,2.05369,-0.2206964,0.2179261,5.196869,-0.6661811,3.86623,5.320895,0.2644366,1.472485,6.822424,-0.2033781,6.683707,-1.364725,-0.1831806,7.480719,8.29877,12.89126,1.834139,7.538125,3.204439,8.339798,0.4906514,9.388313,2.170948,5.345028,-0.7016147,13.25767,26.46628,15.10577,12.73969,35.01162,0.5003393,1.919848,0.4092427,1.452047,-0.1411289,0.7285739,11.09444,34.69639,0.3045312,8.577705,3.114286,1.176871,2.884644,15.03254,2.254064,6.509121,9.045408,3.269118,5.32333,7.191933,4.147015,2.568968,1.141675,-0.2173015,2.286189,3.838624,5.390188,0.3383311,4.524581,11.38019,1.138457,13.48133,29.42202,0.7167216,4.020811,38.54475,1.833372,6.436696,-2.642658,5.977582,-2.281934,9.251943,2.972312,-0.206326,1.47922,12.44001,1.112081,2.499456,-2.161122,52.24383,2.431433,14.70792
26.57872,6.724804,58.4769,9.75162,2.178593,38.03824,-1.22486,8.961294,26.99792,-2.432019,5.805832,9.43853,4.357815,10.11339,-0.396213,8.631795,37.45325,5.797154,0.8767099,0.9842867,45.71609,0.8283713,0.7741429,4.903113,1.825924,20.4271,-0.4441776,25.55705,-1.169309,14.50978,1.594562,3.657256,2.041229,-2.170802,0.5845828,3.513071,-2.144675,8.255613,-0.8445528,2.375188,-1.924376,-1.775541,0.7793063,-2.24571,8.824456,13.92146,28.34672,-0.94545,2.588578,3.846869,7.220523,3.453911,0.1215732,59.84957,-0.874666,0.7664946,4.57372,1.650644,22.75658,-1.326099,-1.416037,4.453638,10.31282,4.555489,5.034713,2.230525,-0.1399828,0.1975791,4.650923,1.97558,3.528993,4.766018,0.645546,2.678644,7.884179,0.01943894,6.262598,-0.8933086,0.236628,6.593923,8.371049,12.26097,2.660458,9.777804,2.324037,7.184748,3.029552,8.287313,3.717057,5.725798,-1.127351,15.77274,26.21824,16.03483,14.32444,38.36825,1.625255,4.665778,1.359744,0.7765474,0.4639928,1.179021,11.29672,34.25931,0.8874,9.467166,3.541753,1.755845,1.649962,15.17108,0.6909407,5.894675,8.703525,1.832483,3.568852,7.783137,2.745511,-0.05359412,2.515347,2.065596,6.014052,5.046734,8.335928,2.390162,3.517857,10.81225,-2.620642,16.57649,28.61897,-0.1769752,5.431372,36.13132,1.700423,8.112893,-0.887585,7.567052,-2.529299,10.18269,1.392772,3.257728,5.211827,13.04977,0.3123303,3.4748,-2.225721,51.17501,2.274252,16.28968
26.67864,5.044229,59.9781,9.143381,1.664494,39.76243,-1.727321,8.544566,29.44888,-2.096452,6.584364,8.507758,2.47232,10.42456,1.085847,8.619355,37.74801,6.086942,3.061776,1.157896,42.57015,1.105162,1.516133,2.140717,2.223407,25.01763,-2.688881,25.89699,-2.161013,15.12288,-0.06273757,4.355996,5.359055,0.6395489,-0.9216384,2.780919,-2.031992,8.405895,0.3255045,1.360883,-3.177169,-0.1302661,0.8374354,-0.244212,7.63413,12.51082,28.64718,1.340641,3.180715,2.761904,7.916005,3.490065,0.2354621,54.6762,-2.26049,-3.483091,4.541206,1.428412,20.91403,-0.988876,0.275122,2.174916,8.045575,6.040755,2.587472,2.971652,-1.147672,-0.671232,7.261173,-0.220713,1.797367,3.597907,1.660863,2.158065,6.407776,-1.157735,5.668533,1.25458,0.6487426,7.551332,9.521852,11.70639,1.757707,7.827613,4.520823,7.885512,0.8039376,8.591575,2.331523,5.421205,-2.026131,11.67714,25.32571,16.19421,13.77258,43.38372,2.774902,2.252637,2.837775,2.240638,0.5570286,-0.03421745,11.57469,33.09733,0.04963636,8.411865,3.672712,0.03350247,1.254978,13.06141,2.048756,7.305272,6.954923,1.698145,2.773962,6.873571,3.047819,-1.696272,1.615242,2.591787,1.437029,6.564292,5.752083,-0.2488724,4.424877,9.639731,-0.5872484,19.47759,29.76397,1.543831,3.467252,34.46925,2.631688,5.657881,-2.375752,4.822377,-3.92552,10.69582,3.455938,-0.3837846,2.688347,16.13411,2.786587,3.45815,-2.286263,53.95877,2.125182,16.18171
26.77856,1.906553,54.87191,7.910241,2.875037,43.37717,-2.187441,7.102386,28.15555,-1.321884,7.751344,13.58127,3.884985,9.992313,0.6443832,6.239731,35.66668,6.425797,0.5342439,2.637975,42.62573,1.156796,-0.4138418,3.37541,-0.0713235,26.291,-2.073452,25.25948,-2.057393,13.67326,-0.5930426,4.056741,3.035048,0.1116247,-0.511301,2.758382,-1.312063,8.789655,1.777604,2.544722,-1.47339,-1.649543,2.380885,0.9526492,8.242281,12.77544,29.0167,0.9301987,3.550512,3.83151,7.932067,3.363179,2.299595,56.05566,-0.6188619,-1.97862,5.806058,2.486402,22.75985,2.308189,0.876636,4.22568,9.602503,4.349419,2.447538,2.485232,-0.5717447,-0.8840789,5.691231,1.358432,3.71708,3.221037,0.6511831,2.975078,4.755021,-0.5188496,5.395115,0.3504509,-0.3205984,5.044047,9.302815,12.78172,1.611858,7.65737,4.827312,10.61704,0.03491089,8.120264,1.912202,4.708944,0.7208287,10.03827,25.76682,16.8059,14.44265,44.59765,0.4663482,1.152675,-1.382325,1.489985,-0.678946,-1.154146,11.59987,34.80609,4.461142,8.524973,2.859826,-0.5631575,1.592501,12.65196,2.230776,6.884346,8.729249,-0.4600145,3.158978,7.657068,2.423568,-0.6708421,1.873701,0.9587352,4.4871,5.048467,7.522403,-0.02725963,4.139012,11.51423,-0.2253485,22.95711,31.15156,0.5713377,4.97154,32.58109,1.281643,5.574285,-0.5386012,6.537733,-3.031078,10.77705,0.915267,1.738698,1.825672,14.07916,1.425193,3.514925,-2.343,58.0117,1.983805,15.54936
26.87848,5.696632,56.2394,8.038993,6.637211,44.7936,-0.6399474,7.998111,27.19074,-0.9902735,6.806322,15.94738,5.13872,8.758655,-1.184648,6.460471,36.31021,5.063445,-1.165921,1.178033,41.72362,1.452143,-0.9444742,3.227604,0.8984442,25.62352,-1.328578,24.27926,-1.357069,12.27981,0.04666782,4.159192,2.689695,-1.630661,-0.2929798,1.452507,-2.081953,9.03932,0.5188329,3.569689,-0.4468819,0.2652685,1.611664,2.394184,7.8775,14.94363,28.64104,-0.02103423,2.148086,3.394936,5.650147,2.297925,2.406645,53.87682,1.300346,1.409396,4.923828,2.858573,20.57314,0.7381655,0.7930003,2.454707,9.214358,4.209911,3.135065,2.130147,0.9225189,-0.08871321,6.14152,2.181231,3.685969,2.374044,-0.8573222,2.380359,4.107006,-0.5058488,5.419061,-0.6170186,-0.2235155,7.658649,8.374911,13.80148,1.79848,5.047696,3.104,9.108572,-0.426888,8.96551,-1.03451,5.630847,-0.5462483,11.09211,24.36983,16.74633,12.46394,44.11007,2.810115,4.939242,0.92913,1.664638,-0.3538343,0.3425331,10.58163,33.87806,2.810808,7.113726,6.234189,1.004333,0.3754937,15.66008,2.222383,9.500854,10.30519,-0.209571,4.322482,7.842946,2.363973,0.668662,5.452399,0.4218715,4.09197,5.562943,7.024937,0.7616912,3.570077,11.45789,1.400716,25.54502,30.95178,0.5035001,4.678534,29.1876,2.077235,6.192162,-1.988261,4.794499,-4.309949,9.719626,1.358152,1.690068,2.69171,13.72368,1.7494,3.097982,-1.887531,58.08224,1.849723,15.56254
26.9784,4.311466,52.55576,10.46079,6.791227,47.32739,-0.8675651,5.770125,29.19175,-3.012738,6.263418,15.8484,5.044537,8.007904,-2.429484,6.249593,32.77121,6.503917,0.4853234,0.2153664,39.68963,1.600194,-1.636638,2.797283,1.081112,25.36888,0.03153432,23.42422,-0.3988013,10.77255,-1.569611,2.686281,3.841243,0.172583,0.7325701,2.055124,-3.738014,8.422526,-0.4716045,2.918701,-2.800337,-0.1531179,2.452383,0.6200873,8.661012,15.25292,30.20985,2.064074,2.110318,3.625224,9.330585,-0.3988388,3.011464,53.87749,1.791689,9.385614,3.148629,4.027888,22.06022,2.952521,1.447452,2.682975,6.835261,3.820596,5.111747,3.178026,0.2121353,-0.009336522,5.562049,-0.4164259,3.548078,4.611795,-1.079773,1.496899,5.659842,0.1718427,4.386851,-0.3650882,-0.5116559,8.942295,7.56868,11.14814,0.9963306,8.354461,2.42122,10.8594,1.989403,8.665703,2.319067,4.244178,-3.160813,11.19386,24.16897,13.21764,14.93203,41.19234,3.223103,3.473204,1.362521,2.75622,-0.5022529,-0.5921478,10.70638,33.43954,2.898326,7.378366,4.552752,2.486491,0.4790153,15.60574,0.8778054,6.360198,7.06668,1.804259,4.248387,8.453369,-1.048748,0.1594063,4.769084,0.6662539,2.733238,9.384916,7.222799,2.298604,3.633388,11.81821,-2.452297,28.04893,32.94734,0.2602622,4.858851,31.58489,-0.1009012,4.375365,0.3233266,7.024106,-3.881581,9.220908,3.756709,1.399918,3.146797,11.94759,-0.6673613,3.141079,-1.969082,57.59513,1.722559,17.25778
27.07832,3.764994,48.81246,9.353294,3.544967,47.2035,-0.4402742,8.500655,26.90863,-3.004518,7.760468,17.84698,3.699348,7.485764,-2.523949,5.582527,32.81947,5.523648,0.6216577,-1.319657,39.3335,3.291745,-2.172118,2.318575,2.769071,22.71457,-2.15383,23.25652,-1.419193,10.82749,0.06530108,1.157407,3.311086,-0.01219389,-0.4499636,1.400852,-1.810105,7.571715,-0.6748492,3.885226,-1.990083,0.5559497,1.672606,-0.5564566,8.770388,12.22432,30.46434,1.537161,4.438257,4.326269,6.909657,-0.3171117,4.822303,53.36164,-1.870952,20.22697,5.06759,1.869355,19.13189,0.4753543,3.194108,2.266237,9.336284,4.742465,3.075331,1.794115,-2.051425,-0.2377641,5.942453,-2.169073,1.539985,1.720952,-3.053818,0.8217682,4.607502,-0.8818286,5.194196,0.4812433,-0.3262898,8.249153,9.237774,12.04599,1.153272,7.938991,4.255889,12.10491,1.739046,9.724619,2.67241,4.324565,-0.9662379,13.29296,23.41219,14.54132,17.43935,41.16168,2.831444,4.899766,1.468042,2.162437,-0.2719416,-0.0997314,9.269556,35.69842,2.859627,9.202122,3.797617,0.1924722,1.153069,13.38264,1.272217,8.438052,7.674281,-0.5522767,4.463492,8.546515,0.1185596,3.777733,2.917485,-0.313815,3.408892,7.802106,7.003753,0.5075446,3.978377,12.22416,-0.202787,24.64676,34.07867,1.713874,5.936778,26.55205,2.419543,5.291736,-1.067663,6.029877,-2.992883,9.988317,1.935243,1.929305,2.656801,13.01148,0.861222,1.685777,-1.933621,58.12474,1.601959,21.13358
