 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124
21.78256,0.7037109,7.918288,-5.09439,6.337341,0.2845751,10.30525,0.3273732,0.02938912,5.178716,47.14485,0.05248871,7.175119,5.920885,17.68267,3.730748,2.307294,1.293775,0.9000472,-2.347475,-1.143892,0.1420281,5.580411,3.531356,2.464111,2.198587,0.03437552,2.364982,39.09522,0.4510618,0.9905891,26.58477,0.5201222,6.026353,22.9288,5.79473,1.791512,21.12221,2.009324,2.385992,2.281174,0.6671697,-1.595861,17.30083,-2.076358,5.347547,27.59408,18.61514,9.823256,3.351341,16.97757,8.080089,0.4207503,3.061371,4.796659,1.73066,3.435274,12.09787,-0.7156618,11.0094,1.317957,-0.437317,34.07422,32.82558,8.547808,7.069532,0.9466345,1.378518,-1.684504,0.3565891,4.43819,3.808173,0.9895304,-0.05347363,37.91356,3.323671,24.78373,4.06855,0.3743243,3.599277,22.0339,0.2765603,7.504512,-0.23236,21.87783,-1.360628,7.143205,1.78924,69.91364,42.81179,3.789216,-2.413973,8.888483,4.41746,1.269652,30.32414,19.13524,-0.9158859,2.503871,3.260405,8.009189,1.771194,3.390579,9.406601,6.458188,4.814257,0.8723059,2.246611,0.6800872,1.769435,-0.4374723,2.572747,3.700702,14.5701,-1.507307,0.2534418,18.05681,6.339853,2.195585,63.15859,4.292787,3.618477,1.784241,5.322543,191.964,69.23097
21.88248,0.6181486,8.361569,-4.365329,6.534149,1.06095,10.00454,0.9522921,-0.7858014,5.383798,46.19619,0.1804427,7.37446,5.784596,14.886,4.681524,0.3961078,2.149283,0.6660591,-2.755732,-0.9089872,0.3699833,5.276101,0.07251786,0.9735095,1.247052,0.5602589,2.894817,38.40764,-0.5145978,1.433091,24.94869,2.940409,3.180859,19.53494,4.674793,1.265711,21.03695,2.521369,2.98649,1.281657,-0.5756837,-1.904665,17.69594,-1.935075,5.199771,31.48876,17.46558,8.015967,3.564127,16.8364,6.440627,0.8333554,2.293226,5.430596,0.03806308,0.6726348,11.76502,-0.9930303,10.91115,1.457684,3.389661,45.05449,31.50624,10.08239,6.540089,-0.8828917,2.964198,-0.5182355,-0.3203215,3.533518,1.23848,1.070501,1.233501,42.51049,2.536941,25.51147,3.583179,-0.9666907,0.6682107,19.76636,3.191133,8.880744,0.2767262,18.0282,-0.05331323,8.267944,-0.07726974,73.08827,40.87321,2.365934,-1.175011,8.59264,3.767786,-0.940828,29.62302,18.13943,-2.190505,2.378887,2.325687,7.718129,3.964113,3.17184,11.23866,6.282705,5.173916,0.5846694,-0.06818662,-0.06058972,0.1087862,-1.742032,3.789129,4.540406,15.09556,0.3845545,-0.8959416,17.93207,4.516733,2.722144,64.88783,3.119528,2.913317,1.493405,5.303047,200.3109,67.66277
21.9824,-0.2603946,7.313307,-3.766199,5.195961,3.057721,9.07576,0.07385505,-1.828362,5.258605,45.17954,-0.02912233,5.609208,6.289764,15.4432,5.17752,0.7217709,0.5417994,0.4492778,0.1088319,-0.5418089,1.070977,5.229983,1.520586,2.054777,2.325595,1.542538,2.804781,38.48544,-0.2586599,0.4757552,25.60194,3.907406,5.705379,19.1046,7.208848,0.8649542,23.30516,3.051123,3.283487,2.75096,-0.3682775,-1.050114,17.54756,-0.3065316,5.995528,30.81512,16.87084,10.00587,2.937596,16.39297,6.10866,1.534423,1.716825,4.342937,0.370542,3.015516,11.28754,-0.1948216,10.28605,0.1576528,1.089231,52.90636,32.27641,11.96354,8.410416,-1.325634,1.688983,-2.14077,0.5777965,3.75222,-0.2836883,-0.4157721,2.239953,43.22699,0.6779617,25.1006,3.132156,-0.3111337,1.188115,20.61843,1.710573,8.433346,-0.242434,18.3162,0.0969521,8.535925,0.5677666,75.67234,40.69571,3.221091,-2.556186,8.621964,4.414717,-1.025278,29.11109,17.19457,-2.103601,2.10328,2.216043,6.061634,2.96191,5.794001,10.47914,5.703601,5.297417,0.3424391,-0.2638523,-0.5166412,0.9191768,-1.654503,3.669252,4.504061,14.19688,0.2853145,-1.225706,17.62976,3.844922,4.916549,65.84503,4.2968,3.065144,1.217531,5.284412,205.1489,68.87967
22.08232,0.2864048,9.745358,-5.048793,7.40975,0.5014427,9.48688,0.6887144,-2.038855,5.605644,46.12543,-0.6107751,6.486057,4.126336,14.38807,5.741415,-1.596753,1.305446,1.054092,-2.151937,-0.3904175,1.590817,4.164665,1.451946,2.102376,4.948107,0.0759237,2.384636,37.98692,-0.03081628,-0.05484001,24.51313,3.817708,4.132226,19.32106,6.703847,1.235273,22.92404,1.820195,2.475119,0.7967591,2.380185,-1.616856,18.58632,-1.093214,4.134698,28.16346,18.31388,8.702568,2.762307,16.12793,3.736735,3.692334,-0.02382037,3.512568,0.4148493,0.379939,12.98527,-0.6978479,9.805014,1.751548,0.1248314,60.43239,30.46803,11.80129,9.872695,-0.5052441,0.9657058,-0.2874774,-1.086013,5.490965,2.044506,0.2355996,1.35989,41.43523,1.036051,26.62133,4.105925,0.2044785,2.059946,18.85241,1.762642,7.052935,-0.217474,17.56647,-2.234005,7.28146,1.682276,77.57504,40.399,1.872811,-1.9893,9.346559,2.789667,0.6451519,28.79599,18.09097,-2.326681,0.2658227,4.820717,8.622386,4.094204,2.265869,14.08579,10.49262,4.987042,1.851883,0.3184364,-1.100043,-1.123817,0.4356292,2.422355,5.177192,13.452,0.6801118,-0.06567383,16.45748,2.802402,4.743741,63.21718,4.208768,1.345887,0.9558371,5.266601,196.8788,70.35413
22.18224,-0.6538599,8.004148,-3.017363,5.604916,1.09524,10.80109,-3.17261,-2.546213,5.906292,46.14314,-0.1249882,4.564808,5.679125,12.39923,5.886235,0.9545318,0.9998546,0.5900211,-2.754524,0.2281826,1.211016,6.072592,-0.623382,3.302918,2.264993,-0.2818747,1.312956,36.4938,-0.1733856,3.550168,24.40269,3.580623,4.026759,17.47229,5.413268,-0.02626994,31.87351,0.3861566,3.346934,3.030412,-0.6780742,-0.1916426,16.7216,-0.9671509,3.703363,26.54753,17.08304,8.836683,3.897452,15.04798,4.68362,3.480286,1.15303,4.319108,0.2204699,1.953735,9.563272,-0.2026793,9.482206,-0.09124361,1.018548,63.79203,32.01195,10.8116,9.32498,0.7122391,-0.8303496,-0.6601647,-0.9571437,6.289772,1.493132,-1.03635,0.2395375,39.7289,2.478157,24.79603,3.62803,-0.229837,2.343843,19.97206,3.225581,4.914494,0.4767981,16.73319,0.3467774,8.512216,-0.4863642,78.10564,37.09314,3.600398,-1.695729,8.009773,3.749661,1.871303,30.89967,15.91205,0.4576098,1.635871,5.877996,7.154901,3.423463,3.417883,12.74299,9.507425,3.946426,1.163886,1.225723,-1.063189,1.258438,-1.313608,3.623732,4.373994,14.95286,1.085389,0.4628567,16.40952,1.278713,3.799041,63.64289,3.218789,4.216048,2.069444,5.249575,187.361,68.77293
22.28216,0.7855749,8.346521,-5.827801,4.078166,1.128505,8.364602,-1.373089,-1.285621,4.226732,45.48616,-0.6623139,4.318285,3.848681,13.39575,6.513618,-2.14884,0.06262256,-0.9705619,-3.597928,0.8195719,1.562718,5.166726,-1.27137,2.319799,1.722557,0.1852122,2.725863,37.63228,0.6376917,1.902587,25.38509,1.964381,3.743669,16.83062,6.569126,1.079872,37.08726,0.01834184,2.892018,2.904858,2.491883,0.6115786,16.31951,-1.260893,3.248883,26.86691,16.88379,11.46978,3.243542,14.13341,5.513135,4.0935,0.7394442,3.150536,0.466399,2.572747,9.636174,0.4468484,7.991091,-0.8847076,-0.05250943,67.13796,31.01373,12.75843,11.27309,-0.3223987,-0.9584339,-1.680178,0.4266894,4.932565,-0.4250806,-1.746518,1.018947,40.39435,3.567674,23.9467,2.712594,-1.892435,2.689699,16.45508,3.157968,7.914051,1.111531,15.13299,-0.007354,7.132903,0.5543066,78.2086,36.67085,3.789171,-1.288341,8.448359,3.331245,0.7242529,32.01516,16.30449,0.9908856,0.5063543,4.635939,8.586753,1.92259,3.333018,10.86923,11.29569,3.989882,1.383759,-1.042928,-0.9333091,-1.621944,-1.460196,3.525851,5.201549,13.69085,1.945043,0.4721644,18.7243,0.566902,4.120784,61.58552,3.406561,4.519958,1.773144,5.233302,185.9301,73.82954
22.38208,3.416422,9.81899,-3.315472,4.229379,3.707184,9.310232,-0.7544291,-1.564989,3.436533,42.79924,-0.3623165,4.948069,6.433662,10.61367,4.226915,0.6794083,2.216672,0.153505,-3.160579,-0.267478,0.6649846,4.290065,-0.8446143,2.436059,1.390494,-0.2386378,0.9922521,37.58708,-0.6194487,2.963291,25.48181,2.26294,6.432934,17.28236,7.444757,1.827648,42.36779,0.05655061,2.075153,3.075125,-0.2174665,-0.779117,16.54714,-1.328017,2.508771,24.90908,17.17019,12.8073,4.10042,12.51691,6.051987,2.598488,-1.468912,2.410692,-0.4552826,0.5929059,9.274498,-1.153536,10.79621,0.9478089,-2.243017,64.94162,31.00157,13.88172,18.34819,-1.918039,-0.08773128,-3.105674,0.3398002,6.096262,0.7816465,-1.885348,-0.05433865,43.48604,1.79014,22.74062,4.009766,0.1346794,1.001744,18.49674,1.505645,6.814511,-1.128535,16.87405,-1.517395,7.071719,1.021382,76.11395,36.01995,2.436818,-1.982499,9.515609,4.968348,2.680136,33.58363,15.69137,1.94556,-0.5643879,2.086762,11.97206,3.269824,4.194387,10.09101,7.717364,3.157988,3.102886,-0.4067472,-0.4367144,0.9072536,0.316304,3.650162,3.64364,13.08633,1.959596,-0.0860874,19.22697,0.1761058,6.119179,62.94953,3.068371,5.071471,1.491637,5.217748,183.7987,74.32314
22.482,-0.09878854,9.930964,-4.665158,6.127901,1.419449,9.226601,-0.1601543,-3.213964,4.289048,46.01648,-1.589864,3.607694,5.783233,11.84603,5.991877,-1.512182,3.073424,0.2061347,-1.821983,-0.0733216,-0.2134203,4.613486,-0.3794246,2.398355,3.648281,-0.7461385,3.369264,38.08163,2.130427,2.838898,25.01335,-0.3567564,6.10643,16.90928,7.871955,0.6286934,48.69136,1.50608,3.722098,3.157023,-2.248394,2.130621,16.15403,0.6928129,2.988302,24.62611,15.21931,13.06423,5.902507,10.06905,4.211297,3.475854,0.2707039,1.832457,-0.9109935,1.766764,7.123044,-0.7763193,8.748136,0.7996266,-0.863663,61.97231,28.56716,13.73219,20.85109,-0.1828454,-1.142456,-0.9621133,-1.848452,6.273448,1.706205,-1.099231,-1.372231,44.02962,2.754521,23.49002,2.630451,-1.676304,2.210274,15.3752,0.6871712,6.441322,-0.0501675,15.36241,-0.3651636,7.795887,0.9567441,77.78768,35.20777,4.463802,-1.843476,10.69737,5.430038,1.883894,36.52741,16.5432,3.552306,1.11242,4.447829,9.814763,1.543986,2.870892,10.60241,9.42298,2.88846,1.623746,1.944787,-0.9666126,-1.371269,-0.8260583,4.3316,5.880266,13.08364,1.98325,0.5711278,18.16439,-0.1335295,4.3073,65.32745,3.619999,4.473323,1.944374,5.202879,176.3389,76.72632
22.58192,0.4436419,12.72237,-5.054524,5.070847,2.097671,7.587332,-2.18383,-2.525015,3.011619,43.85288,-1.189113,4.818121,4.008578,10.67046,4.114492,-0.4831616,3.891018,0.833882,-2.817402,0.5903464,-0.02110198,2.219823,-0.3365466,2.401874,2.100833,-0.7677658,1.925939,38.88375,1.788738,2.518658,25.92859,3.623864,4.649356,17.33263,7.189507,2.322475,48.05687,0.2761748,3.875849,3.346949,1.704881,2.161772,14.45331,-1.606459,4.268842,25.1146,15.88711,11.70137,3.795014,10.13692,6.599072,3.55881,0.8588153,2.642299,-0.6024112,1.922424,6.991064,-0.5143657,8.660648,0.3930751,0.075577,58.50903,27.19157,14.61491,23.1885,0.9891028,-0.704472,0.4434796,-0.4865401,6.426813,1.094033,-0.4587288,-0.8941138,42.1996,3.150894,24.90811,3.893896,0.4841135,1.173236,15.17859,2.270615,5.113104,1.497856,14.61179,-1.256867,6.282286,-0.08966322,78.82635,31.51276,3.023259,-0.05828577,8.624334,4.652794,1.128615,34.68492,15.18686,3.124917,1.195754,4.047851,12.28497,1.971233,3.092327,10.18111,9.351314,3.578135,1.128035,0.2410665,-1.872067,0.1170594,0.5697113,2.532243,5.097902,11.99712,1.305289,-1.73636,16.29827,-0.3300279,2.883415,62.72244,4.017581,4.27284,1.658095,5.188668,176.5945,76.66784
22.68184,-0.9497623,18.79892,-5.635538,3.666867,1.68868,8.210502,1.419023,0.3234916,4.4245,41.71894,-0.6298832,3.25514,4.422201,11.73701,7.852781,-0.9244165,2.165144,-1.553436,-4.808976,0.3305632,1.825775,1.775122,3.88743,1.174699,2.833182,-0.2196773,2.057242,38.70891,0.8153712,1.994607,25.9757,3.221824,6.592721,18.29326,4.189252,0.9565354,50.72065,0.6184378,2.669571,4.250756,1.382136,0.8647088,14.8625,-0.1086524,4.05383,22.27682,16.46789,12.48363,4.412338,9.003179,5.503691,3.204594,1.091084,-0.1409292,0.3165471,2.411686,7.539348,-1.021758,8.648792,2.068659,-1.535198,57.47898,25.05734,13.00152,25.49112,0.4808159,0.8118443,0.09024947,2.273574,5.893393,4.523358,-1.228039,-0.8101363,43.50086,3.445188,24.19409,2.766253,-0.08512373,3.071607,16.34698,-0.5902169,8.001299,-0.9296817,16.90842,-0.02866813,4.908115,-1.073314,77.03716,29.18439,4.335616,-1.219214,9.474362,3.673823,2.634056,35.75674,15.503,1.631087,1.210936,3.838375,9.400455,2.1738,2.120734,8.447824,8.612686,3.194337,0.7357892,-0.9409429,-1.080818,-0.1487114,-1.337788,1.994972,4.835059,11.14594,2.462275,-1.35461,19.31539,2.536541,4.794274,64.77923,2.535899,3.53673,1.385909,5.175085,190.8755,73.75922
22.78176,0.1908091,23.83199,-4.813526,0.8838471,2.045214,5.318244,-0.01076704,-1.825834,3.448698,41.27585,0.1494986,2.65985,2.932748,12.13973,6.245619,-1.667888,0.7890219,1.022845,-2.802557,-1.520935,-0.3738008,0.814881,1.700308,1.216547,3.437419,0.1255973,2.999807,39.98981,2.006073,1.803544,25.42899,3.757245,5.974544,16.43965,9.520597,4.009922,48.26978,1.870761,4.189051,3.883326,-0.1117746,1.070947,14.59105,-0.03809862,3.137357,21.81095,16.19412,10.79335,4.653713,8.088153,6.368514,3.763023,0.1738067,-0.04486728,0.5621119,1.690673,9.779382,-0.430908,8.686019,3.515956,0.150278,57.18081,24.88985,14.00684,25.58729,-0.7969271,1.729625,0.6904796,0.4267104,6.163298,0.7106609,0.1933592,0.1367676,41.69604,4.208716,23.65368,1.858013,-0.9033315,2.295921,15.03116,2.141735,9.243899,-0.06449153,15.19361,-0.9311835,4.548627,-2.351812,74.48202,29.88877,1.898435,-0.5308806,6.719428,4.949532,2.440121,36.93897,15.8138,1.946465,1.544587,3.332426,9.372516,4.301688,1.814858,8.756341,6.199625,3.855472,0.1316029,-0.1241045,-2.433467,0.7683569,-1.930033,3.910824,3.952619,13.40502,1.15094,0.5250237,17.2891,1.931675,2.903115,62.7105,2.041417,2.691005,1.127115,5.162101,197.6058,74.09837
22.88168,2.063614,29.90487,-6.148769,2.240951,1.511948,7.153218,0.6203309,-1.352865,3.009101,39.89443,-1.574861,4.640365,4.155635,12.10816,7.532949,-1.264333,2.052886,-0.8440382,-1.391153,1.490951,-0.5941721,2.13504,-0.1297851,3.2732,4.052779,0.9572158,2.898903,39.82986,0.7165252,2.38656,25.91484,2.826627,3.905863,16.41694,6.862516,2.536998,52.69582,1.148809,2.909716,3.004529,1.902906,0.7160872,15.20571,0.7864048,3.025975,20.75968,16.03533,13.55165,3.362118,8.450679,6.248158,3.496801,1.818427,1.079918,-1.782509,0.01093621,8.037911,-0.5388291,7.79478,-0.1604993,1.413005,53.48788,24.22308,11.7918,22.26354,1.436746,1.236158,-0.07643973,1.392104,6.157408,3.453672,1.91245,-1.352513,39.97728,3.614922,23.16244,4.101471,-0.33683,2.600082,15.9219,-0.364999,7.666517,1.430076,14.70621,-1.516438,6.901565,-2.375229,75.82116,27.00753,3.834966,-1.524277,8.229259,5.462015,0.8329117,35.81863,13.03738,1.081167,0.7731321,1.652108,10.19139,3.993258,3.189799,9.042717,6.830532,4.35119,0.8987604,1.083029,-0.6616125,-0.1767695,0.7390034,3.678404,3.439606,11.77623,2.477255,-0.04920631,18.58472,2.058041,2.339592,61.62727,2.965974,5.163561,0.8810416,5.149689,191.6822,78.00867
22.9816,1.194818,29.44877,-4.325815,1.988437,1.27027,6.425347,0.8921791,-2.158192,3.619271,39.92086,-2.242502,5.381906,3.116621,11.8559,6.526415,-1.159577,1.725088,0.09990418,-4.352745,0.5594416,-0.5255401,1.765638,-0.1058016,0.9931493,4.122355,1.806122,-0.08046962,40.1043,0.527814,2.345105,25.73188,2.793827,2.914406,19.26634,5.957741,1.114891,57.02072,1.250743,6.360291,2.946286,1.036828,0.2972032,13.70716,1.009166,2.841778,19.66643,16.91833,12.46023,4.677699,6.243167,5.409963,4.654044,-0.6071126,0.4413159,-1.071037,3.803809,8.141101,0.9345273,8.057467,0.243158,-2.648979,53.06162,23.03381,13.01416,26.52784,-0.5417928,2.317524,-0.1180027,1.345593,6.695949,2.794702,1.149621,0.5766562,38.37126,3.418674,23.31959,4.104875,-0.5705923,2.629456,14.75493,0.2483893,6.124248,0.03890602,13.37361,-2.738674,4.323095,0.5091334,74.47153,28.48072,4.002348,-2.707213,8.218016,4.41778,-0.5183643,35.42088,14.84241,-0.2999612,3.254105,3.521074,8.780322,2.384538,1.608299,7.903239,10.95129,6.048473,0.5400565,-0.276731,-0.2085784,0.7414181,-0.9187547,1.041914,6.877641,15.63845,1.809996,0.4804489,19.17783,1.452352,2.28794,63.76469,1.521814,4.624153,0.6470568,5.137827,187.1357,79.83558
23.08152,0.4541354,29.188,-5.878163,2.190813,2.872603,7.837856,1.475922,-1.193548,3.97394,39.09184,0.06078155,5.822165,1.359499,11.05216,6.255332,-1.350271,2.667349,-1.044725,-1.446383,1.262674,1.602626,0.2113841,0.01414017,2.419168,1.965799,0.02494326,2.48457,41.98162,1.14686,2.126967,26.34869,3.496968,1.620078,17.13416,6.881698,-0.1866314,62.59557,0.5713944,3.796116,5.867107,2.832685,0.5945392,14.69149,0.3675689,4.255977,18.64747,14.25602,12.81218,3.956116,6.139903,4.225356,3.550959,1.550606,0.462835,-0.3799795,2.820535,7.236909,0.4032908,8.367824,-0.6170261,-0.940721,51.40683,21.82104,12.95378,25.10901,-0.1628574,2.92712,-0.00828944,1.194852,6.25922,1.454262,-0.712317,0.7557389,36.81101,2.407418,22.47488,4.108249,-1.698644,3.397929,15.67191,-0.1454573,5.508302,0.9543534,15.01105,-1.570928,3.804174,-0.8233344,75.64911,29.61935,4.054183,-1.701011,8.374494,5.295175,-0.5233068,35.90354,11.73017,-0.9372441,2.558068,5.65615,8.586902,0.7292117,2.07491,7.776305,9.70429,6.556606,-1.520881,-0.09291367,-2.033951,-1.028926,-0.6851684,3.801116,4.507027,13.30177,2.679251,0.7602506,17.8793,2.880733,3.134397,61.22868,1.434617,3.167541,1.460651,5.126489,181.2809,77.35576
23.18144,4.619418,28.29541,-4.51637,1.656507,0.880448,8.597773,0.2694633,-1.651865,3.197778,40.74317,-2.404196,5.583879,1.822181,9.992012,4.076189,-1.692667,2.686238,-0.3506644,-1.542153,-0.2085622,-0.3802826,-1.878012,-0.1303953,2.793503,3.214066,-1.144473,2.399687,42.70695,2.365729,1.779064,25.48669,2.856431,2.79338,15.18541,7.37661,1.066629,65.60953,1.09077,3.760912,3.927994,1.502477,-0.3619203,15.66136,-0.5816233,2.318994,16.74586,16.81779,12.63182,5.403172,6.545156,5.71328,2.775177,-0.03890524,1.72557,-1.137949,0.5482588,8.645724,-0.8468282,7.918186,1.818925,-3.095731,49.7221,22.7597,10.99625,24.67497,0.05933642,3.890178,1.590826,2.100931,6.008711,0.7642906,-0.6833411,1.317811,35.32515,2.861277,23.17211,4.581502,1.281042,1.085235,15.73295,1.719508,6.003902,0.555645,14.27918,0.8974479,5.21014,0.6417873,73.45332,28.82658,2.112948,-1.778431,5.990265,5.732018,3.234201,35.18027,11.92868,0.01595891,1.489344,4.086757,8.197798,1.792045,2.027564,7.214178,9.921141,5.33738,1.44295,0.8275483,-0.4904709,-0.0772237,-1.16783,3.792347,3.581618,12.64318,-0.2132394,1.404189,17.37189,1.675385,3.353885,64.89538,2.264985,3.585542,1.202817,5.11565,174.4488,76.50671
23.28136,0.7295771,24.91253,-3.670507,1.783573,1.512473,10.08739,0.501282,-3.06929,3.634191,40.98322,-2.49848,8.982931,1.563628,11.75846,6.977266,1.215546,3.984567,0.3227687,-2.602635,1.216963,0.5786685,-1.211616,-0.7160129,2.373513,2.91768,-1.57104,3.465247,43.25322,1.277264,2.567406,25.35285,3.838127,6.00027,13.59405,6.134582,2.044986,63.53675,0.2933882,4.781574,4.071865,2.599416,0.1875821,15.58566,1.939868,3.382679,13.42469,14.27427,11.46374,6.792983,4.645531,3.278553,5.296165,0.9227798,1.772921,-1.059344,0.7821278,8.253074,-0.3888848,7.137897,-0.2259287,-2.295885,47.8198,23.16936,9.35461,21.97777,-0.1648915,1.228314,1.016063,1.816766,9.589897,0.5439259,0.5214637,-1.138192,38.81774,5.396039,23.04202,3.921088,-0.02247701,3.127099,18.7399,-1.209875,4.492042,-0.3552843,14.48929,-3.713618,2.896124,0.2713415,71.77647,24.53202,3.366572,-0.4612803,7.073097,4.103405,4.45606,34.20796,9.319818,-0.9597774,-0.9887853,4.127283,11.23572,1.59154,1.566082,8.899196,8.414227,4.393144,2.211451,1.675387,-0.3641621,2.566635,1.094338,5.883651,5.039591,13.25961,3.036938,-1.65551,15.75438,-0.5504611,2.626394,62.95248,2.45772,3.347444,2.620542,5.339786,172.0341,78.56007
23.38128,2.625837,25.42229,-3.178174,3.283811,3.967043,9.503882,0.6595947,-3.49782,4.149817,40.71454,-2.466976,9.889775,0.8631476,9.88328,6.871039,0.8349491,2.82407,1.442117,-2.27872,-0.2014301,1.148938,-1.391472,-0.5231491,1.879728,4.482422,-0.4501964,2.922974,43.61203,0.3354619,1.49693,25.75335,3.4782,2.860295,14.85671,6.936374,2.643316,61.68327,0.1035089,7.243625,3.028213,1.366622,0.1341188,14.91304,2.824818,-0.1833757,11.67769,13.24982,11.54867,7.295598,5.596605,5.594202,1.301559,1.733216,1.952134,-1.684933,3.192187,8.380361,1.016353,9.241698,0.1346031,-0.4338063,45.22717,21.38822,10.26973,21.47848,-0.07436182,3.577669,1.014309,1.186206,8.081865,0.7574192,2.3785,0.5492201,39.33247,1.884942,22.7411,2.795675,1.096732,3.306835,16.21523,-0.3794934,3.760543,-0.7160977,12.87024,-0.7371544,5.584129,-0.1575184,73.15513,26.13374,3.479045,-1.556069,6.401617,5.243741,3.681999,33.9804,8.290924,-3.153413,1.040878,3.823903,9.115591,0.5153428,2.997411,8.727342,8.824167,6.419223,1.00471,2.106589,0.5431787,0.7247397,1.540371,7.323526,3.892913,12.25266,2.937823,0.1479364,16.78903,1.374155,3.132714,62.45293,1.897416,3.529749,3.496646,5.62373,167.711,75.69842
23.4812,0.567242,24.21885,-2.685307,3.932481,2.985658,9.670447,1.563208,-2.294567,3.937575,41.00669,-0.6482269,9.819523,3.110708,10.06568,6.131796,0.3228803,3.638058,-0.7519691,0.6971176,-0.2532186,-1.190528,-0.729519,-0.1247825,3.022133,1.083581,0.3163394,1.903531,42.02306,2.105641,1.440418,26.06297,3.32129,3.511763,18.0982,6.949167,1.740463,61.0904,2.230592,6.231302,4.274129,0.1767847,-0.3203954,13.50638,1.592592,2.735397,12.26738,14.17032,9.325187,7.207316,4.928656,5.739246,5.08691,0.7844542,0.4066978,-0.5947164,1.80602,7.383498,0.4396489,7.02481,-1.272331,-0.008314363,43.81998,18.92352,9.439568,22.95434,0.6090926,3.388765,-0.04197478,2.536733,9.106437,1.125997,0.5674269,2.835275,38.22649,0.1109836,22.80208,4.217486,1.646433,2.368286,15.27262,1.141701,3.564869,2.32162,13.48571,-2.466736,5.56786,-0.3981155,73.17467,24.69636,3.907248,-2.124064,9.31297,4.567441,2.592532,34.74376,9.331433,-3.190677,1.291102,4.102387,10.17021,0.8676851,2.491045,10.05196,7.967145,6.295833,0.07765578,0.6064942,-1.63475,-0.1412378,0.9681109,10.54089,3.13898,10.42308,2.859207,0.3872846,15.77398,0.1768125,2.076793,62.42986,2.661635,2.93095,3.92524,5.59054,161.3375,78.12354
23.58112,0.8301817,22.75172,-3.498696,2.482143,3.105333,8.865682,1.742115,-1.758275,3.642572,42.07991,-1.196391,10.18424,3.102309,10.5026,5.748099,-0.6089772,3.95545,0.3049134,-3.340764,1.086123,0.369801,-2.671651,-3.49843,0.6149411,5.690009,-1.482302,2.9584,42.05557,0.9294387,1.659438,27.7823,1.75732,2.041789,15.31548,5.717777,0.815774,60.42017,0.1008199,4.707084,2.700768,-1.092153,-0.4181129,14.24826,2.719326,2.46573,11.99384,13.63396,10.82394,6.315788,5.368669,5.639642,2.235586,0.9188431,2.926225,1.256991,1.002741,7.521475,0.8338179,6.794173,-1.532273,-0.2936365,40.72937,18.75305,9.445571,19.24129,1.356479,3.188531,1.765395,2.773164,12.62038,-0.593639,3.116795,0.4572679,40.71472,2.202354,22.74303,5.238574,-0.769253,3.320585,15.12132,-0.0760585,4.827138,0.9295822,14.70777,0.4039694,4.606478,0.07564534,70.99835,23.3906,4.149185,1.174473,8.86063,3.569297,3.515005,34.40429,7.688315,-0.8658327,1.509875,5.044044,10.89103,2.95061,0.3184733,7.518252,7.371008,7.791257,2.082498,3.264009,-0.5661456,3.157193,2.773386,8.608338,5.716224,11.97762,2.885658,0.2390555,16.0821,-2.757158,0.2760318,64.40997,-0.06161936,2.524361,3.54945,7.083949,157.188,80.47443
