 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122
44.66424,28.46594,2.74591,-5.165323,2.758194,3.69916,19.17197,18.59819,8.346838,14.02916,3.18362,69.75735,0.5206251,38.86881,2.22569,16.0851,3.519786,-1.962337,1.615468,2.406778,-1.271459,4.281432,0.5433,1.107978,13.13499,1.754705,9.974415,0.8929209,23.0808,4.095899,35.03226,0.7228918,41.85787,9.855827,11.47309,11.42327,4.220681,31.36644,3.86127,17.39564,6.327935,16.14145,23.9586,0.04514783,0.1818851,28.13911,0.4373361,2.410419,0.5324717,-0.8469337,-0.04160393,0.8679802,8.141394,6.257446,4.676601,3.60519,14.13196,10.08379,4.716832,17.16893,-1.973148,42.85146,8.297234,17.31057,17.18432,7.274253,51.82689,3.880786,-1.003054,1.735021,7.428367,5.296756,4.67722,12.41056,8.134414,-1.860325,9.188468,18.39441,-1.035995,6.87476,-0.95614,7.682976,-0.1561275,0.6944143,6.741716,6.565334,0.03441763,3.199119,10.11244,6.58123,33.37171,9.208345,17.61523,5.706914,66.15466,33.48312,-3.47233,13.70576,5.779991,14.98831,6.443054,0.3451712,-0.03157377,9.696519,9.316928,3.434302,15.60248,1.673617,2.508249,1.001961,11.02747,0.3191286,26.59327,26.84564,0.8496768,16.92117,111.2198,14.19138,12.2132,-1.802172,3.720006,79.33125,5.940169,155.7181
44.76416,27.54172,2.18033,-4.604876,4.726116,2.593931,21.20356,17.6853,6.844369,12.88873,1.54018,69.34525,0.8724056,37.29047,2.240435,16.77294,2.673215,-1.591234,-0.6430942,0.3075132,0.8916857,0.9203348,1.563708,3.092386,12.60538,1.599309,10.15149,0.1166838,22.61444,6.666924,34.28609,1.371085,41.38579,7.624915,11.4946,12.07915,5.073177,29.95325,1.873948,18.6226,5.758863,15.76514,31.09305,0.542864,0.09498961,31.81968,-0.1333187,1.373501,0.864309,-0.7265526,-1.809062,3.596356,7.727594,4.715818,3.176287,4.88121,13.01906,11.90618,2.101193,17.77408,-2.276961,47.42614,7.80778,16.71481,15.0628,9.007368,48.00071,4.92092,-1.471049,1.732307,7.98977,4.073244,3.247076,12.08113,8.258986,-0.7702038,11.46708,19.08592,1.430454,6.280012,-0.7987354,6.622179,-2.452175,0.7731188,4.994567,6.748822,0.9156555,0.9697527,9.841789,4.537575,33.08976,9.012195,17.22791,7.815753,65.01886,32.53261,-0.543831,11.82971,5.700391,16.79261,8.205369,-0.8257195,-0.2743562,9.261319,7.706519,-0.1791015,13.18866,1.8734,3.64135,1.547917,14.33748,-2.361675,25.87671,25.38567,1.83726,18.39093,106.4464,15.06785,11.22251,-3.370803,3.84797,81.66076,6.006019,156.9082
44.86408,27.21018,1.050172,-4.251097,2.170924,4.236747,17.47908,18.26251,8.488848,12.6076,2.126987,66.08091,1.276143,37.28315,1.059068,18.12033,4.471272,-0.8412108,-0.01569578,0.7648543,-0.5652416,2.776293,1.043701,0.1707659,10.64363,2.711133,8.694462,-0.07050993,21.32511,5.891991,35.57086,0.6886911,38.55561,8.546907,11.18929,11.11806,5.704306,29.36691,2.775028,19.08329,5.013255,15.96496,30.71839,2.000094,0.7767825,31.42602,-1.977315,2.169817,-0.800283,0.007258493,0.3859082,3.073255,2.855217,4.013098,6.734212,3.660863,14.06551,13.0926,2.463437,16.47682,-2.000788,45.95528,11.65492,16.02715,14.98901,9.248565,46.82373,4.15436,-1.469373,1.021078,6.645123,3.423714,2.050124,10.99454,10.3687,-0.5049319,8.507086,17.21152,2.013197,7.367603,-0.08308782,6.090635,0.6575925,2.370039,3.603061,8.028558,1.238582,2.565497,9.399999,5.242433,33.91346,7.72231,15.8456,7.499231,64.1551,32.05159,-1.92767,13.23975,6.39628,16.70027,6.809215,-0.5078494,-2.399172,11.44123,5.610944,-0.004875432,15.42926,1.827912,3.211062,-1.043709,10.71829,0.3284459,27.34517,26.77633,2.470932,18.6475,104.7789,12.58185,8.189296,-4.461069,4.328386,77.77761,5.59284,153.3315
44.964,25.92873,0.8167849,-5.026275,2.437506,2.911462,18.7008,18.02188,10.75204,12.42669,1.18121,67.25541,-0.7066346,38.64073,1.670449,14.58775,3.224788,0.9383008,-0.6230828,4.256997,-0.3654604,5.350079,-1.047529,1.77679,12.26359,2.312055,7.800374,-0.5306207,21.93,6.40714,35.26859,2.305998,39.41613,6.953444,13.02581,10.55692,5.362354,32.5825,3.489845,20.90803,4.097272,14.32665,29.57845,-0.8502842,-0.1491948,32.4925,-2.065104,2.753854,0.1476154,-1.874777,0.3675224,2.859459,5.075194,7.338552,6.161366,6.247205,14.48535,11.90316,0.5984929,15.36697,-1.928258,52.25077,10.72654,14.78806,13.08449,6.73145,48.0821,6.221928,0.1960364,-0.041965,7.511807,5.868206,3.555665,9.534513,9.21172,-0.233131,10.5842,19.11371,2.418091,8.491886,0.5352426,6.023254,-2.388471,1.62102,1.920185,6.536163,-1.360988,1.63705,7.81839,6.73845,31.85599,7.434886,17.71359,8.485748,64.6795,30.65678,-1.927212,11.90493,5.124557,17.53986,6.104468,0.8531792,-1.910558,11.69798,8.851806,2.020018,15.36435,2.865608,1.627567,1.094088,13.95443,-0.2161993,26.97916,25.16504,0.06126733,20.16304,103.1746,14.63246,11.50388,-3.673169,3.541396,79.7633,5.198464,161.8813
45.06392,25.80731,0.5139716,-4.743771,2.05016,4.944299,15.17338,18.04618,9.374533,14.02416,1.36324,67.00069,0.6612504,37.82956,2.732406,15.94615,1.79069,0.0988192,1.506738,3.350936,2.134567,3.187407,2.035559,0.6778086,11.49773,3.313229,8.044169,-2.093932,21.15581,8.140407,38.07654,2.545562,38.01905,10.24559,11.81639,8.858583,4.15211,29.60787,2.598531,21.27822,5.388026,13.7791,27.67348,1.514485,0.7768779,30.73468,-1.690899,1.400786,2.292133,-1.593623,-0.06647705,2.737975,3.884241,6.364295,7.74803,4.361698,11.61533,12.56161,1.37872,14.58438,-1.77979,55.07792,11.08149,12.89589,13.07266,8.417628,46.62016,3.755748,-1.378941,1.487649,7.271508,7.558949,2.40817,8.447463,9.087866,3.610742,12.89817,19.60573,2.758391,9.021231,-0.01116874,7.758814,-0.137914,0.1996897,6.180442,7.343312,1.693305,0.3128392,9.139048,5.752663,34.30883,8.120809,15.45566,7.253184,64.41407,30.05534,-1.340035,17.60063,4.593681,15.59712,4.738316,-0.714488,-3.778557,11.87176,6.602912,0.07483257,14.00607,2.665549,1.794288,0.5651094,13.23868,-1.018819,25.75112,26.41114,0.8397565,19.03859,99.72545,12.04448,11.56558,-1.70473,3.858314,75.96775,4.822035,167.7137
45.16384,24.89746,0.08196048,-5.884451,4.127966,3.870968,16.38455,16.90745,9.935394,13.78814,1.172577,63.58148,0.5128323,35.04213,2.180473,15.77652,3.833066,-0.3441071,-1.494118,0.6251267,0.7761273,4.451238,0.2322133,1.054095,12.37244,2.132304,8.540718,-1.652677,22.18149,5.671603,40.4199,2.186734,36.14798,11.70438,12.44244,8.52733,5.206251,29.04255,2.700214,26.88046,4.226165,13.67161,28.93748,1.003919,1.498286,30.71583,-2.428052,0.8619172,1.762902,-1.621195,1.599749,2.763799,6.281705,5.662189,8.257798,4.301178,12.12449,10.56647,4.971924,14.66269,-1.412291,59.06804,8.091698,13.35896,12.18081,9.048848,46.57975,5.429016,-0.8406097,1.958111,6.525671,5.866206,5.357053,10.51023,7.204531,4.055276,10.33747,18.5466,0.2657544,6.450697,-0.9084225,7.021308,-1.181999,0.6172957,5.529746,7.396267,-1.363897,2.459825,7.419824,6.153908,34.09086,7.265414,13.21765,8.687818,62.59762,30.41367,-1.970805,18.6461,7.496847,14.92469,2.386815,-1.487866,-3.712858,13.55931,4.874581,-0.6013127,13.9605,-0.1281776,0.6048071,1.561176,13.82664,-0.8548126,26.18947,23.82186,0.357775,19.38032,96.21095,10.45974,10.84414,-2.371205,4.572252,72.91796,4.46273,170.5823
45.26376,23.98115,0.2340006,-3.949418,2.578117,4.099211,17.86908,14.02895,9.054511,16.18305,0.8971232,61.0262,1.179974,33.69962,2.625306,12.9621,4.211344,-0.8542562,-0.7710879,2.829359,2.928929,2.681832,0.5940902,0.8444219,10.22278,3.963488,8.770423,-3.122585,20.6271,7.464935,44.45657,1.954636,36.51711,10.06952,11.88829,8.263819,3.506263,28.51761,2.402122,35.29906,3.77343,14.78446,26.00163,1.254443,1.991009,30.87035,-1.969976,3.097071,1.459705,0.724015,0.8696951,1.477189,4.010658,6.153944,9.641036,5.331889,11.16066,11.73892,2.725187,17.16208,-0.6120924,58.668,8.815265,14.1518,11.59415,8.560088,43.41198,5.102553,-0.7313139,0.03464363,5.855,5.147741,4.211133,9.688282,9.51707,7.905798,12.04953,21.97583,0.5341667,10.38795,-0.2670263,8.587149,1.178924,0.662897,4.7932,10.48251,-1.622972,2.027477,8.971313,7.377022,35.67401,6.517059,13.96222,6.938954,62.33435,30.21016,-0.2367904,19.08698,5.486463,16.94718,3.382005,-0.5333858,-3.545072,12.21432,5.231313,1.490706,15.58187,0.6993785,3.463084,1.449757,15.47588,-0.8685216,24.81396,24.72877,2.950224,18.27254,96.62021,12.91552,11.77213,-1.641028,5.895267,71.57415,4.801806,170.7175
45.36368,22.88207,0.4367457,-3.861433,2.570727,4.057556,18.97517,15.14947,11.00887,15.23289,3.904169,62.48045,2.131264,33.33884,1.418741,14.60753,1.251687,-1.058481,-0.4914593,3.233252,1.751918,4.029283,1.075507,2.511166,10.28546,2.065565,7.553123,-2.021717,21.95802,8.30727,46.11833,0.3238205,37.77643,12.14588,11.15226,8.770178,3.646572,26.98299,5.577561,37.0463,4.679768,12.63631,23.69029,2.110459,0.7353158,30.56631,-2.933519,1.410325,0.6317728,-1.489373,1.611941,0.5791173,5.77747,4.193436,8.62065,2.968113,10.14895,10.19056,5.17872,14.73515,-1.84881,60.83727,9.473367,14.25164,10.46817,9.152768,45.17672,5.449231,-0.9701253,1.402146,6.649446,5.070317,4.794437,9.236059,8.37931,10.39991,10.73371,21.02318,0.195473,17.23153,-1.512732,8.131884,-0.2779482,1.55855,7.35124,9.840934,-0.2914352,0.9782567,7.660589,7.416618,35.42882,6.135355,11.76089,5.493999,62.09397,29.87256,-0.8226434,18.99173,7.061374,14.32489,3.722477,-1.930271,-4.248623,14.39844,4.369201,1.294974,15.95373,1.318718,3.933053,0.7727154,15.34055,-2.579386,25.362,24.79115,4.32843,20.11617,94.0585,10.26002,10.33187,-1.226877,6.329625,68.61263,4.444862,173.6545
45.4636,22.5979,-0.5432729,-3.510348,3.542415,3.396879,13.7348,15.61732,8.711404,13.77963,4.192121,58.98569,1.262559,33.80848,1.493959,13.8331,2.765558,-0.3593298,-1.443581,1.907741,4.076559,2.312236,1.787124,1.280274,10.57743,1.598725,6.677011,-2.515918,20.96071,7.707497,47.16798,1.383697,36.21257,10.23194,9.661772,10.38548,3.70008,27.67803,12.60482,36.63684,2.973107,11.51524,24.29851,1.23659,0.5796408,28.8397,-1.858769,1.560582,-0.006234189,-1.059142,1.556321,1.774499,6.026299,5.486629,7.584501,5.220699,10.86431,8.306762,3.445978,12.48145,-1.024845,65.15579,6.738805,15.65868,11.60536,8.479668,45.11237,4.675894,-2.205358,2.730539,6.611704,4.946435,7.418519,8.48658,7.583517,10.05093,10.99503,21.4096,2.109777,17.81685,-0.1071636,7.181064,-0.04722319,1.028836,4.994812,9.355815,1.2504,0.08172873,7.040691,4.323138,34.60257,8.171679,12.35304,5.431581,62.60619,28.51648,-0.8820371,18.73748,6.148304,12.40287,6.620325,-1.195097,-2.600748,13.94461,3.483642,0.3864863,15.09421,5.605592,2.814282,-1.862054,13.50463,-3.474319,25.27701,27.46887,2.150187,18.94065,91.88699,11.33016,8.86324,-2.606002,4.800902,69.36405,4.104081,175.4213
45.56352,20.7726,-0.804216,-4.994416,4.785017,3.310389,14.51337,14.14542,9.138776,12.75428,1.842436,56.2994,1.962308,33.1905,3.086256,13.15814,1.324415,0.224493,-1.409327,3.040882,1.887019,3.007519,0.7616135,0.2990436,11.02403,2.674973,8.322237,-1.500064,22.02452,6.237985,48.42912,0.6130989,36.45925,10.18834,12.19442,8.811913,4.772316,27.16989,17.27554,36.93573,4.612915,11.20249,23.74202,1.954582,0.8936055,29.99554,-1.479327,2.70279,1.618861,-1.779996,0.2087973,1.044808,5.152752,6.967078,10.08208,4.204308,10.38145,11.87487,1.845769,12.51417,-1.588782,64.14311,7.050545,13.43434,10.93879,8.465769,42.58784,5.488548,-2.61168,2.92548,7.765902,6.575201,5.344889,7.61758,8.460601,11.03046,13.68897,19.39912,2.513823,18.02595,0.3661419,7.535102,-0.5980773,-0.08404441,4.968597,9.202871,1.888517,0.9573666,9.924806,5.745941,31.44637,6.803569,12.22636,7.083456,62.71707,29.48076,-1.60814,19.18941,4.003046,12.62515,5.517507,0.1680876,-1.752753,13.83011,3.898731,0.32234,16.53467,5.268476,2.291788,-0.6152376,14.16979,-1.821886,25.42453,24.3593,2.481856,20.68762,89.62647,8.437234,10.78173,-1.164865,3.740111,66.04829,5.308412,169.5386
45.66344,20.22066,-1.713061,-4.612169,2.950268,3.986315,15.03163,16.11399,9.677672,13.26018,1.462835,55.60791,-0.2343788,33.10469,1.798717,14.8293,2.154822,-0.2503398,-1.255124,1.610263,1.745712,1.91473,0.3781577,0.9987515,11.02793,3.73252,5.748406,-2.64092,21.23911,7.242946,46.89897,0.8960816,36.13346,11.41251,11.95472,6.049855,4.781876,28.22419,16.3502,33.22662,3.472692,10.52128,24.21903,-0.6771889,-0.8681737,30.29176,-1.451657,2.406426,2.517911,0.6290458,-0.1807691,0.09881084,8.150787,7.735768,7.580791,3.690665,10.1293,8.097091,5.183335,13.32702,-0.8683189,66.21983,8.678081,13.90097,11.07513,6.65617,40.87059,4.793027,-2.140447,1.436442,8.700597,7.019606,5.696431,8.249074,6.048809,14.45389,10.90418,18.99644,2.822443,19.02226,0.5037627,7.742671,2.515362,-0.3587095,6.459478,8.583167,1.924801,2.626946,9.556397,6.615357,31.8789,6.811886,11.5065,5.314183,61.31736,27.57438,-2.141571,17.06206,6.879897,11.50693,5.313809,-1.080148,-1.588523,14.31207,3.350145,1.422487,16.16803,2.627366,2.686649,-1.349517,14.27387,-1.93834,23.87689,22.54679,1.992785,20.03219,85.23458,9.70244,9.778539,-1.741903,3.985381,62.88551,4.926546,166.9684
45.76336,18.13072,-0.4682165,-5.212106,3.007463,3.346992,13.28836,16.29305,10.11542,12.60079,4.71504,58.68091,1.489255,32.97889,0.7325202,15.06433,0.864283,0.4464581,0.3972765,4.308464,3.598693,2.068574,1.52638,-0.000439301,11.09444,3.801028,7.922481,-3.175736,20.43272,7.086384,49.70959,2.680511,36.68835,12.52011,10.96112,5.265672,5.600777,28.26153,17.50083,32.5547,6.060636,9.292948,22.52243,-0.1929945,-0.936664,28.83887,-0.4239739,1.806517,1.968731,-2.441765,2.54511,0.03161489,6.439641,8.132173,6.395563,2.669011,8.154018,9.347757,5.146152,13.08207,-1.319186,66.93917,5.44201,13.95865,11.13466,7.190238,40.45468,5.577675,-1.680346,1.575263,7.691803,6.17358,5.971534,7.148713,6.433253,12.56988,10.94183,20.29122,0.2809443,18.35769,1.426885,6.341642,2.237512,0.03248913,4.814095,8.192698,2.226056,1.446089,8.273295,5.136489,31.50991,5.457485,13.57192,6.56775,60.2856,26.87907,-0.3979141,18.43661,3.565332,10.45208,7.373838,-0.6207725,-2.058816,14.86388,2.384012,0.9365093,14.96986,3.860123,2.400403,-0.184647,14.43056,-2.421316,24.86268,22.13708,1.767885,22.34492,86.02927,10.20525,8.604537,-3.498817,4.774706,69.3444,4.562075,160.4933
45.86328,18.02094,0.826516,-3.0428,2.39816,6.443933,15.97483,17.52765,9.482937,13.45992,1.167068,57.1124,0.1043821,32.77973,2.798437,18.65752,2.955792,0.2839976,0.538259,4.663428,3.550551,3.778637,1.175965,-0.2204791,10.10708,3.948083,8.147814,0.4114907,22.44022,5.220469,50.80514,0.9795957,37.13859,10.09788,10.70658,5.864423,4.551226,26.54163,16.81089,34.93217,6.107631,9.812871,22.21564,-0.5314543,-0.3934928,27.43065,-2.659395,2.978107,2.221777,-0.8672733,5.527226,0.6908875,8.020346,6.168582,6.308289,3.715699,10.52109,7.298919,5.622404,13.81026,-0.9738986,69.12344,8.11525,14.29758,10.57357,8.146493,38.93157,3.713848,-3.983765,0.9656494,6.750328,5.209151,5.303777,7.437039,5.31,17.83654,10.57316,20.96036,1.299736,20.6557,0.3194372,6.562263,4.090513,1.089927,5.538547,9.985133,-0.5022753,0.2683205,9.594134,5.392277,31.7964,5.240265,11.86273,6.849858,59.01923,29.62908,1.584447,18.73872,5.091959,10.8405,7.264982,1.040718,-3.499189,12.91441,4.186873,0.7437665,13.27235,4.837157,3.937673,-1.106667,16.14572,-1.012358,25.58368,23.57858,2.869059,22.29419,83.6256,10.51718,11.69293,-2.345921,4.126033,66.02963,4.2142,153.3393
45.9632,17.82088,-0.7274585,-1.812743,1.913812,3.890611,18.42609,16.09429,7.445032,13.82864,3.318464,57.56612,2.748265,31.20396,3.600181,21.8829,1.554755,-1.452706,-0.369733,4.080891,3.103604,3.416491,1.630604,0.7758527,12.73238,3.60019,7.200601,-1.312168,22.1431,7.027009,51.91224,2.967109,34.94862,12.4626,12.18658,5.411627,4.691479,25.43484,15.41238,33.95774,2.762771,10.61975,24.37615,-0.7331598,-0.5967534,29.92511,-0.04539679,2.500313,3.046692,-1.3762,2.447297,-0.6099482,6.533888,4.865998,6.756012,3.670069,8.686773,7.186073,3.701627,13.69742,-0.775442,74.09931,9.088647,12.62045,7.432952,7.735828,36.97613,6.610865,-0.9076145,0.3767477,7.655795,6.502614,4.080331,6.240947,7.245207,13.23833,8.887424,20.01911,2.374826,19.00357,0.8378058,6.701911,2.771262,-0.5801046,5.389119,8.60395,1.306868,2.577455,6.948608,4.458812,29.61378,4.16862,11.37036,6.125022,63.66283,27.65248,0.562911,15.16945,6.109607,10.82036,5.683766,1.441309,-3.00969,12.72346,3.691327,-0.09909268,13.56542,3.236522,2.789783,-0.4801381,19.1428,0.8163526,25.3316,20.97445,2.748202,23.00532,79.99416,11.43168,7.812597,-2.871371,3.577137,69.2038,3.882164,153.3049
46.06312,18.0338,0.1712468,-3.423203,3.153209,5.526778,19.69036,16.2818,9.97986,13.47567,1.74728,55.82055,1.542073,30.1977,2.726508,23.19423,2.035328,0.259215,-0.3410039,4.19839,3.177816,2.454423,2.766856,-0.4975446,11.15457,3.685906,7.294357,-1.643832,21.71787,7.562287,54.67826,4.458432,31.25014,11.04518,12.71534,5.857834,2.703484,25.04708,15.58246,33.78988,4.942473,7.942935,24.91445,-0.1928399,0.3659411,30.91726,-0.7895365,1.60454,3.098314,-3.67024,2.628455,0.1865746,6.923575,4.999579,6.347342,4.204503,8.452663,7.327725,2.95813,11.55319,-0.3422771,74.62704,10.3967,11.62224,8.426553,5.227859,38.00768,4.76499,-0.5825422,2.187502,10.50839,5.886198,6.256575,6.683455,7.775786,15.26353,9.554316,21.85568,3.11532,15.64286,0.3813599,6.83848,3.066297,0.6217735,6.973833,8.487979,0.9881624,2.099844,7.298455,5.696596,29.99848,4.045849,11.42758,6.712317,68.89523,27.04829,-1.833893,15.3671,5.666444,10.58153,5.204057,0.1959209,-2.257229,12.52194,3.778479,-1.591962,13.92171,3.265023,1.82799,-0.8219166,24.56669,-3.852748,25.31782,20.82434,3.851418,24.50515,81.1805,8.972598,9.286845,-0.5042259,4.889645,65.89548,3.937631,155.2965
46.16304,17.09279,-0.06188077,-2.232555,2.821628,4.129261,21.06732,14.8559,9.906973,13.72639,0.868242,54.16682,-0.07831931,28.83043,1.328427,22.90896,1.434871,1.199867,0.8090572,4.85778,4.505523,2.406446,2.359519,0.9070345,10.25173,3.343312,7.425484,-1.981233,22.15619,5.915863,56.60476,3.477174,33.24862,10.00544,11.75704,7.979597,3.648044,24.87456,21.82367,38.39078,3.41679,6.791524,20.45974,-0.910193,-0.02068633,28.06057,-4.510052,2.008325,1.946976,-1.150519,2.974792,-0.2836915,7.37969,3.617849,6.057052,2.45953,8.103004,6.13055,3.8178,12.22935,-2.948624,78.5424,7.684448,11.72653,7.196581,8.243347,34.25613,3.487994,-2.098873,2.360084,6.830158,6.027617,3.229418,6.24744,9.939091,13.81143,11.7608,21.77043,2.626557,15.0022,1.763597,7.346622,1.69369,2.661146,4.217855,8.703624,1.257511,2.348812,6.289299,5.643332,30.14481,4.769316,12.66921,4.681856,67.08543,26.6456,-1.524498,14.81981,5.717239,9.12037,5.345186,1.958155,-2.565909,11.86397,3.750904,-0.1791108,13.30354,2.158739,2.116416,1.65393,24.21264,-0.8763239,23.97872,20.96124,3.48525,21.4712,78.14911,11.69095,9.390498,-1.401165,5.156216,64.16161,6.368241,163.5438
46.26296,15.94292,-0.0305831,-4.44611,2.743917,5.276166,16.3997,15.046,8.445736,12.80651,-0.4620866,53.57973,-0.1858155,28.06637,0.7572166,21.98887,1.587033,-0.07992749,1.511897,4.748759,4.672413,4.099892,3.159303,-0.5719453,10.15287,4.02006,5.321723,-1.348718,22.56646,9.604113,56.59476,2.435284,30.14878,10.56894,13.52047,6.575634,4.079994,23.41532,32.87137,39.16208,5.154952,7.322708,21.63058,-1.317995,0.7683198,29.06686,-2.493651,1.907115,1.045085,-2.096127,3.367557,2.025887,8.159366,6.004985,8.64349,2.328401,9.795137,4.301564,3.20208,13.89992,-1.758534,79.52495,9.408858,11.14301,6.282138,7.206397,31.48896,3.615439,-2.049533,1.592615,9.391131,4.741378,3.716559,5.699251,8.354748,13.52897,11.77208,20.55876,1.303222,16.84208,2.064831,9.649527,3.109707,1.704128,7.168813,8.013774,1.038789,2.322924,6.220193,5.068828,31.80324,4.276134,12.48489,6.188095,66.59637,26.06588,0.3471316,14.11063,8.458268,7.633881,4.850188,1.68365,-1.417191,14.40267,4.341604,-0.9339319,13.49262,3.718893,2.456943,1.61144,23.93726,-0.2058649,26.04366,20.96678,3.366631,23.47643,75.41811,8.5134,11.24317,-0.3260476,4.64554,61.08592,7.682629,158.4761
46.36288,16.6771,0.2994357,-3.913716,3.546216,5.471837,17.0903,16.91793,9.382964,12.07553,3.746135,53.49656,1.375346,28.8895,-0.7808072,22.06577,1.689728,-0.6220702,0.527585,2.600378,3.873675,3.807587,3.932003,1.053299,8.249101,1.776247,5.362065,-2.719004,21.33328,9.068565,56.77385,0.7246738,30.66278,10.78442,12.01749,6.936337,3.39209,22.8579,37.88244,38.59683,3.379297,7.093847,23.07478,-1.061529,-1.13864,28.7984,-4.077313,3.786212,0.1011065,-1.479491,2.259612,2.402444,9.336971,5.646,10.05681,2.195722,10.42441,6.267481,3.274205,11.77446,-1.120359,79.35264,8.419973,11.51366,8.767175,4.980262,32.50721,4.709761,-1.91557,2.790751,6.523184,5.450431,6.246755,6.036727,7.201604,14.56945,10.18689,22.55331,1.826388,12.97229,1.610712,6.527207,2.067111,1.172575,3.358618,7.881228,0.1800977,0.787804,6.22596,3.725001,30.35574,5.072205,10.84011,8.951142,66.58411,25.72389,0.6942669,15.07739,6.89854,10.13709,6.040011,1.348751,-3.60363,14.91801,3.89602,-1.368248,12.89309,2.454091,2.101741,0.3742891,24.29838,-0.8697382,25.18078,19.98247,4.327193,23.61466,74.74739,9.126871,8.036699,-2.496111,5.552104,58.62445,8.551504,152.921
46.4628,15.24863,0.4579751,-3.846535,3.155526,5.752934,16.42878,15.85538,7.868948,12.66592,2.770331,52.42126,1.707163,28.0239,1.493558,22.473,1.847409,0.04002513,-1.022236,2.846103,4.628663,3.263014,3.222409,0.9555313,8.231728,4.136357,6.060979,-2.18342,22.33549,8.328832,59.28411,2.934299,30.67821,13.13203,12.92007,5.953904,3.646769,24.63057,34.86068,41.11487,2.050223,7.453595,22.81149,-2.495914,-0.09816612,28.89962,-2.51824,2.912321,-0.6189153,-2.1824,2.841224,2.020633,6.525478,6.440263,8.040893,3.849583,9.547292,4.944029,1.40624,11.1827,0.2360702,78.73856,7.560315,9.967193,8.419663,6.514924,30.58961,3.979532,-1.919472,2.606908,8.857008,3.992685,4.24371,7.001076,6.664696,14.02694,9.465846,22.78721,0.3931889,14.15801,1.568888,7.523553,1.715635,0.2280629,4.492043,9.291712,-0.08807981,-0.1051416,7.284936,3.150695,31.98071,4.270425,10.42602,6.530045,65.20061,24.80346,-0.6330683,13.02204,5.905666,9.523952,5.961195,0.8917133,-2.907255,13.77698,2.812067,-1.433187,13.31494,4.024188,1.642368,-0.5070385,23.41656,-2.4755,24.41068,19.92456,3.865559,23.91007,73.27693,9.852712,10.14018,-2.403713,4.12297,60.43055,8.017734,154.3743
46.56272,13.04802,-0.9407482,-3.868423,4.887836,4.471501,16.04567,14.98478,8.134469,13.2646,4.278906,50.91959,0.8203632,29.43541,-0.02663212,22.69345,0.3496717,1.737033,0.0496155,4.393314,5.253553,3.955159,2.15457,-0.3851631,10.44467,4.130437,6.306426,-1.760428,21.70173,8.392688,60.16733,5.124884,28.38996,11.03406,12.10885,5.402259,3.667771,23.24325,33.44866,43.05922,4.070492,5.217822,19.33381,-5.206752,0.6425444,31.82039,-0.280602,1.376675,-0.3975089,-1.335612,3.644498,1.348208,8.01638,9.074035,8.396653,0.2588455,6.185626,4.236218,0.8820271,11.08281,-2.519617,77.94557,10.15818,10.96666,9.674676,5.171645,26.70205,4.798102,-2.845809,0.8034965,8.460408,4.271091,3.444895,6.996305,5.528028,15.06355,9.856516,22.92065,0.9015539,14.07746,0.3868523,5.976957,0.6884587,-0.3280088,2.777025,9.481135,0.1728224,2.49902,8.831614,3.268517,33.49631,3.605172,10.94009,7.905948,64.91371,25.61738,-1.201732,13.55162,6.663484,10.87826,6.340509,1.535457,-2.398844,13.85624,3.903617,0.8556309,14.43485,4.603421,1.069405,-0.2810489,21.42569,-0.7032167,24.28511,20.47353,2.997097,23.90712,71.25665,7.457304,9.539534,-0.2930275,4.866008,68.28728,7.508516,147.4888
