 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72
3.39728,4.257829,8.298437,9.681262,5.945649,31.06074,1.662675,5.803292,0.656437,2.809773,4.873372,0.555721,2.987197,1.692738,24.60156,19.83903,5.739793,0.3815473,-1.395977,4.957644,10.27432,2.255316,20.35105,1.621469,7.821179,1.617519,1.954184,-1.875885,-1.071579,7.729039,3.602683,1.760521,15.64198,0.6913545,2.232774,1.653925,5.319602,-1.065983,4.682565,7.557227,2.097044,3.12433,8.946647,2.873857,3.120828,7.757121,0.3338174,2.451066,9.499767,-3.830325,8.175291,3.997106,20.95194,7.913584,26.29472,1.846962,5.494255,1.361559,4.56423,-0.6892525,3.022597,4.86205,3.835534,7.059829,15.84124,-1.474212,15.56915,1.238715,2.946669,0.6555502,-0.7238786,2.179372,6.453149,3.710799
3.4972,3.027458,8.616749,8.889424,5.353896,29.70508,0.0171026,8.333607,-0.1785713,4.089863,6.573105,1.836177,-0.1578981,-0.7858169,27.81104,20.39345,4.165063,0.1455172,-1.476799,4.235777,18.02238,1.515089,19.42665,3.060635,8.440078,2.199694,2.431089,-1.053796,0.7968906,7.928231,3.281002,2.75285,14.18184,-0.1674065,3.551973,0.09239998,3.166873,0.3519421,1.734701,8.51995,3.718385,3.47492,11.35888,1.893959,4.603275,6.811371,0.6428607,-0.002371588,10.04341,-2.306583,8.280795,2.325402,23.99092,7.563636,26.74321,0.9361662,7.356358,4.332948,5.661253,1.014619,1.162942,4.090203,4.077748,6.408533,18.88453,1.617873,16.50421,0.09236365,1.865037,0.7341911,-1.305403,3.095884,6.038251,3.168245
3.59712,2.731944,8.895098,7.498494,4.466302,30.72948,1.167569,12.50962,0.5542945,3.357618,4.901947,0.8268498,0.3604232,2.147328,24.47873,20.34622,6.976805,1.149937,-4.01172,3.290288,24.06243,3.130186,16.91618,4.166893,7.649018,0.1758543,2.032332,0.9739639,-0.748664,6.156141,4.526427,2.5231,17.48025,2.563081,3.380254,0.6094857,2.582307,0.06280047,1.857092,9.802176,1.145856,4.218954,9.268153,0.8507167,2.70663,4.172278,-2.262482,1.424556,10.61648,-3.31291,9.14014,5.018872,21.70661,9.763167,24.76469,2.067035,7.22601,3.624813,6.462897,-0.9407435,2.917875,2.868407,3.896237,5.216201,23.68259,-1.102942,15.73645,0.3033074,3.457757,2.15998,-3.304163,1.89529,4.354149,2.653402
3.69704,0.5084543,10.25458,7.088111,2.915331,28.45938,2.214693,17.08357,0.4527354,7.659959,7.72032,1.311231,1.320174,-0.9461843,23.90513,20.96413,5.503567,-0.3160831,-3.64764,2.888814,28.70408,3.192783,15.41559,4.090599,7.366213,0.1268463,0.9008704,1.133336,1.480855,6.8671,4.368478,1.318042,17.6889,1.314933,3.014078,1.60059,2.758221,1.603469,2.274859,12.71653,0.217504,1.623061,10.77162,3.211525,1.355389,3.543786,-0.9774919,1.235224,12.74605,-2.190662,8.581507,3.934926,18.94431,9.353425,24.03721,2.308107,4.704151,0.7957808,5.134526,1.201113,3.422642,1.422953,5.900002,4.853676,24.80696,-0.6820114,13.18734,-1.04772,0.9004855,1.503298,-1.49986,1.995155,4.120119,2.164852
3.79696,1.633587,10.23171,9.797664,4.126652,27.16465,2.360527,21.85773,0.4479775,9.950359,6.691772,3.167972,1.807391,1.544017,22.19433,21.46346,4.84154,0.7549351,-3.198213,2.566969,28.07647,4.740389,16.57446,3.041415,6.511498,-0.1544838,3.08811,0.1913163,0.6032912,7.454549,5.375753,1.395772,19.2491,1.555607,4.577746,0.690943,1.561942,1.261323,-0.2494599,11.76768,2.04691,3.482351,11.84209,1.713535,3.929595,4.882065,0.08153544,2.856182,14.11526,-2.245397,5.198959,5.510933,21.46934,8.825572,22.61158,1.076219,6.106223,2.969031,6.671649,-0.4665043,6.369448,3.527345,5.034359,5.098661,26.1392,0.6840309,12.93593,-0.3079512,1.80468,-2.153694,0.2702341,0.8188094,3.917984,3.262389
3.89688,4.043173,12.07832,9.511211,5.125577,26.33935,1.978167,25.90353,0.9301947,9.560679,7.570997,2.808109,0.9086534,-0.2556064,23.49888,20.0231,4.629828,1.336991,-2.022374,0.7581152,28.11296,2.070011,17.59029,3.736626,6.234246,0.8377249,2.274437,3.915788,0.09848067,5.856729,4.2627,0.3086175,18.06659,0.6311617,3.176476,0.5119003,2.263482,1.023225,1.088529,12.39809,2.427033,3.403345,10.76792,1.045221,2.987032,6.39246,0.505437,1.032884,14.0365,-0.6189668,7.390319,4.910395,19.07116,10.01648,23.9179,0.7558092,4.789285,1.579083,7.514445,-0.2930363,10.76151,4.359965,4.11329,5.188522,26.48282,-1.0498,11.36741,-0.3514284,-0.3207238,0.08614578,-0.1568342,1.725949,3.199703,2.742589
3.9968,3.48923,10.5966,10.07884,6.578977,24.83486,0.3509159,32.10534,0.6973629,6.76934,5.072563,1.863324,-0.2751317,2.475188,20.14487,18.61653,4.965739,0.1263698,3.475269,-1.014702,27.38524,2.764054,15.04375,2.72332,6.126635,0.4170618,4.289312,3.543625,0.6551383,6.611935,3.912256,0.9670845,21.07026,1.714216,3.632094,1.005915,2.239255,1.789895,-0.1117045,14.45862,0.4449775,2.036311,11.76118,2.374923,3.748649,6.656263,-0.31154,1.559338,14.92926,1.17774,7.289353,3.839942,20.16523,8.154955,18.40721,0.9883866,6.117518,0.1843646,7.594203,-0.1720903,13.79955,2.47347,6.480321,3.226742,26.06189,-1.617329,10.74563,0.1066406,0.863816,-0.76872,0.2621855,0.7069829,4.544487,2.249343
4.09672,2.642319,11.2368,7.951118,4.655078,22.71504,2.375321,34.77967,0.607134,7.792416,9.366783,2.577893,-0.1445377,-0.6839057,19.83478,18.76273,5.414834,0.8083848,3.822591,0.6979643,28.58626,2.165729,12.46313,3.628055,5.872373,0.967609,0.9966438,2.868093,1.634449,5.346979,5.503368,0.9444003,18.23236,1.673283,2.644704,1.625809,0.7020259,3.409986,0.2060233,13.27607,2.403402,2.316139,12.32478,1.642595,3.639518,3.860923,-1.87432,1.945046,15.06874,-0.4703008,7.454504,4.494404,19.50803,10.1419,21.52306,-0.05618793,2.764503,0.2290834,6.651542,0.4063109,16.31733,2.501235,5.954969,2.667689,23.05607,0.1602409,9.209496,-0.07153139,-1.203069,0.1813404,-1.030497,1.446769,3.330895,1.781294
4.19664,2.39454,10.19938,7.196043,4.897223,23.46617,1.423342,39.74751,-0.1320327,7.532571,8.672205,4.585142,0.2563879,1.181864,20.17256,17.78044,3.832342,1.694477,5.494523,-1.387899,27.4648,2.184081,12.52543,5.944687,6.418478,0.9185107,1.60129,6.073038,0.01285398,6.947553,6.735023,-0.6449504,18.4647,1.294095,6.004462,2.801196,1.466285,2.332293,-1.373691,13.81144,0.9260371,3.91598,9.344496,0.2422612,2.289291,4.350549,-0.1155837,2.082901,14.38119,-0.2942775,8.374825,1.13138,17.61609,10.61867,20.03729,1.259128,1.976088,1.927076,5.474373,-2.644719,18.91988,1.444643,4.14036,3.052295,24.16989,-0.6256027,9.644422,-1.709395,0.02695579,1.156189,1.738876,1.385236,4.281718,1.337156
4.29656,2.598575,9.217054,8.269235,4.883625,23.67867,1.218325,37.91626,-0.03206072,9.444213,5.951956,3.365211,-0.1515294,-0.3055744,17.3141,18.54499,4.227602,1.560705,3.752574,-1.843773,26.48539,3.733577,12.4843,2.755266,7.939586,1.262514,4.358241,2.467959,3.571242,7.419608,6.413324,-0.9627947,19.21119,2.806254,1.562147,2.199554,2.800606,1.232898,1.494284,13.89602,0.605796,3.522598,10.82033,0.8358262,2.078617,5.479779,-0.2882193,2.749838,15.35104,0.7992221,7.931372,4.880162,14.96801,7.754042,19.47818,-0.1352455,4.133294,-0.2694296,7.843552,-2.802161,23.30791,1.650525,3.142776,3.497253,22.87929,-0.8468084,8.937517,-1.733423,-0.344664,-2.219396,1.783816,0.9711834,5.083168,2.31425
4.39648,1.541692,9.194348,9.117269,4.189338,22.26924,1.302347,36.22475,1.649547,8.450743,7.715106,3.808365,2.938728,0.9591179,16.97627,17.2328,3.115422,0.6539733,3.932231,-1.903678,27.18272,4.017274,12.11346,1.650757,7.170227,-0.55852,2.96627,4.565303,2.964905,6.885187,7.125923,0.743244,19.60253,4.103419,5.100947,1.851623,0.1066689,1.991966,0.1006621,14.17689,1.919904,3.492501,10.04179,1.439479,2.158521,5.60964,-1.958246,0.9811426,20.02614,1.215251,9.636483,4.918514,16.12332,8.300178,20.83908,1.590914,3.689427,0.8187276,6.807422,-1.704144,23.37565,2.593314,3.467145,1.537444,22.03591,-0.6408902,11.20946,-0.4342023,0.4883155,-1.418402,1.568045,-0.7741917,4.513445,1.84277
4.4964,2.521007,10.10613,6.764917,3.628637,23.35159,3.391932,35.18504,1.102554,8.422284,9.149037,3.520227,-0.03772609,-1.929044,18.23874,15.38638,2.825917,-0.7800832,2.949207,0.4382438,24.94287,4.163587,9.51391,4.417756,10.0051,2.372629,2.853384,7.227448,3.236017,5.695097,9.925719,-0.2929557,17.76786,4.061947,2.759195,0.8645679,0.1978565,1.48556,-0.3022763,13.19385,3.27087,3.192759,10.64958,1.284778,2.12189,4.333352,-1.002089,1.660436,22.82375,-1.806777,9.490999,6.107442,15.62351,10.18119,20.9191,0.7058479,2.635964,1.099216,6.680101,0.4789058,21.04656,0.4227996,5.476771,1.430666,18.84103,-1.662025,10.06934,-0.09111492,-0.4741401,0.825295,-0.1821417,-0.7205412,3.091902,1.395381
4.59632,0.180661,7.324114,6.533309,1.955245,20.54862,2.587372,34.35464,1.298182,5.502266,7.751591,3.72822,0.5471166,0.3788476,18.09169,16.09496,1.378267,-1.046641,3.671474,0.03842285,23.84483,8.377085,12.45447,3.310543,11.28186,-0.01355297,3.587451,3.15491,2.368819,6.474336,7.765193,-0.4510284,16.90038,6.084795,2.901732,1.733727,1.582563,1.533372,2.077589,14.67433,1.081101,1.272166,11.91405,2.033798,1.628598,8.377308,-0.7553504,-0.09145903,24.09507,-1.236086,8.063358,5.2804,16.07953,9.866961,21.50479,-0.9374998,1.757239,10.73884,7.806763,-0.2248662,20.76912,1.021029,3.627301,1.499947,19.91538,-1.422187,9.286988,1.79004,2.383975,2.875183,1.743615,0.008016392,3.957563,0.9708518
4.69624,2.435757,8.202293,9.603552,3.659538,19.98232,2.456608,31.9059,3.143009,9.13667,8.077791,2.81058,-0.5596614,0.1030351,16.64403,17.93381,2.127556,-0.9039657,1.197553,-0.01173738,23.72587,9.092146,13.13086,4.372086,11.70126,0.1619189,3.384714,1.727134,3.580702,5.013362,5.729396,-0.1165007,16.50663,4.223009,1.901342,1.112717,1.577456,-0.04402911,0.9241148,13.41955,1.415524,4.087692,9.970282,0.2262003,2.513125,8.931952,0.1417733,-0.1820292,28.94709,-1.30932,8.904518,4.981859,17.55373,9.014651,21.96298,0.04591058,3.028197,15.73484,7.320086,-0.1044374,20.89565,1.67792,3.830518,2.616802,21.02057,-0.2059421,9.955593,0.4364746,2.243734,0.4639894,1.058724,-0.7170419,5.785448,0.5680138
4.79616,1.167567,6.343613,7.909824,3.936272,19.9673,1.3517,33.44898,0.983906,9.636362,7.318435,2.096801,-1.555504,0.6938906,15.65294,15.90224,3.128463,-0.2746795,1.598819,0.9051543,21.58194,7.234964,14.13491,6.095476,12.87467,1.153506,4.063461,3.482959,3.522831,6.681054,6.43473,-0.6394873,16.69582,5.340565,1.837227,0.6504864,-0.325169,1.592693,-0.991052,11.20176,1.878579,4.630718,13.41234,0.3832507,3.95372,10.38624,-0.6831712,0.5645128,30.08243,-0.1844541,7.90218,4.653521,18.33801,9.072059,26.72995,-0.3241676,1.328041,20.67574,6.705398,-0.3740093,17.99311,1.60552,3.527108,2.029329,18.08517,-0.5977507,7.819222,-1.538288,0.9493874,3.390389,1.038107,-0.5485581,4.460205,0.1857593
4.89608,3.000413,6.197649,6.123824,1.068077,18.95631,1.711918,29.13599,1.104887,9.970337,7.488653,2.058335,5.15008,-1.244631,16.91991,16.36835,2.721993,0.09330094,1.704299,-0.527771,21.28667,7.469477,13.48645,5.952641,12.68278,1.271012,4.613693,2.935481,2.794457,5.436874,6.732653,-1.847325,17.24381,5.337599,2.443907,0.3763978,-0.8633847,0.7720024,-1.29983,11.81502,3.432712,4.497607,10.99058,2.017293,-0.2576284,10.09499,0.1901359,0.7580774,27.86901,-1.646263,8.877514,5.944936,14.42423,8.928183,28.16641,-1.924947,2.210276,20.43406,7.64471,1.493082,18.30428,1.418837,1.402992,2.602497,19.07395,-0.02344892,7.29817,-2.437848,2.149358,2.673928,0.3272569,-1.09459,3.995489,-0.1769639
4.996,2.333988,9.695123,4.717436,2.05784,19.11344,0.2564736,32.08388,1.675734,9.6798,7.62191,4.13935,1.959643,-2.181177,17.45479,17.7341,2.368197,-0.3902585,2.435729,1.02247,21.27232,10.21589,13.11549,7.038719,12.78799,-0.6171757,4.247861,4.988257,2.510283,3.661446,7.923464,-0.701116,16.94731,6.968087,2.288979,0.9708195,-2.118582,0.6405178,1.408339,9.018057,1.319482,4.178835,11.34107,0.5221921,3.545302,10.47134,0.6857551,0.7866391,30.20579,-1.947391,10.93917,3.180236,17.46222,8.911555,35.6297,-1.392955,-0.157847,20.84935,5.169044,0.7682396,15.47563,1.784827,5.128482,1.553905,17.74212,-1.106027,9.182549,0.7229308,-0.4127559,2.682696,2.050913,-1.476343,3.377801,-0.521154
5.09592,3.172498,8.066657,7.333481,0.4540119,17.03362,1.527864,31.67181,0.4112065,8.953794,8.027817,1.141554,3.340409,-2.374732,16.04974,15.15854,1.029701,-1.866688,0.8806582,-0.4139432,18.00932,8.672897,15.08922,7.891495,13.1553,-1.405157,3.550518,2.825116,1.441538,3.131339,8.036714,-0.05770567,17.88139,6.321665,2.611786,1.955188,0.6029205,0.8785807,1.587854,10.73909,2.511937,3.912283,12.24092,-0.2917627,2.291717,12.21742,0.8082415,1.340887,29.48036,-0.5343219,8.733472,4.323241,17.66001,8.094878,33.77009,-0.1634875,0.5156567,16.85493,4.375676,-1.546518,15.11488,1.915227,3.972921,2.441295,17.21505,1.178787,9.155682,-0.8737699,1.545072,3.979585,2.455533,0.2563451,4.578754,-0.8477587
5.19584,2.491429,7.905121,7.013865,2.209543,15.4754,2.712723,34.01359,3.358791,9.923138,6.810631,1.396075,0.8929862,0.2441922,16.21137,16.10175,2.567115,0.2426037,2.296545,0.03713126,19.91838,10.39,13.34467,6.673168,13.53601,-1.023373,3.534827,1.891512,0.297736,5.578632,7.255493,-0.5397596,18.83702,4.448799,1.89664,2.168419,1.137154,2.374064,3.169795,10.16341,3.01758,4.053488,12.87938,-0.01485042,4.768142,11.58257,-1.237555,1.566635,31.62385,0.6952219,8.162993,2.488927,20.70447,7.675262,33.47709,-0.930693,3.039093,17.13186,5.035056,3.208372,16.05076,3.087304,2.473041,2.76325,17.82076,0.05650989,9.373279,2.262705,1.94058,1.697874,0.6500444,0.003144176,5.359545,-1.157676
5.29576,2.557862,7.545672,6.839443,3.270145,15.17065,1.277504,33.89717,3.488042,8.963031,8.227736,-0.343211,0.7870386,0.288105,16.55946,15.00917,0.8019258,1.391707,1.553201,0.1966163,19.96758,10.40597,14.73216,7.583625,14.80264,-0.3819011,4.059396,1.769115,0.5072442,5.806403,6.80304,0.6181397,18.56154,2.640124,3.355222,0.3965146,-1.960311,0.1295472,1.509583,10.56868,4.133037,4.669944,12.74141,1.249558,0.2312952,10.7343,-0.3648474,-1.040156,31.41923,1.052974,6.886926,4.989987,18.61015,9.181282,33.64142,0.490165,2.336713,18.21608,5.949348,-1.363089,14.12683,1.624462,2.859739,1.795982,15.9797,0.1534492,9.89737,1.21082,2.178392,2.600253,1.111624,1.527608,3.225993,-0.9151449
5.39568,1.842089,8.074439,7.580892,4.147581,16.01658,2.326628,32.45829,1.589934,9.872583,8.19396,1.256732,1.119122,-0.1254191,19.50257,14.79133,2.212599,-1.304663,0.4541753,0.6094188,19.57689,8.649667,14.99973,7.858377,15.83515,-1.490825,2.566901,1.483731,0.4716283,5.490639,7.130147,-0.6366683,20.23825,4.357476,2.311638,1.092226,-1.489601,1.297328,-0.1187478,10.06702,3.623923,2.911234,15.21044,-0.5635478,3.075727,10.83528,0.3227727,0.6088164,32.41768,-1.541798,8.253066,5.187784,19.85448,9.124172,36.9902,1.108562,0.1443622,23.26823,5.871937,-2.776568,13.94684,0.6224369,3.180253,3.215425,16.69607,-1.802059,10.28298,1.474332,2.106185,0.9770454,1.488902,0.2771153,3.223978,1.060788
5.4956,1.765613,8.249683,6.144383,2.641492,16.03613,2.888117,31.93306,2.083831,11.39148,10.13422,0.5143791,0.6136897,-0.5056056,20.41009,15.54227,0.5543215,-2.212879,0.1378808,1.148861,22.48289,8.092465,13.98522,7.234742,12.71766,-2.032646,3.02403,1.942286,-1.439371,5.28116,8.518364,0.8112975,19.90002,2.672465,3.051653,2.213189,-1.223914,-0.3457625,1.192419,8.73665,2.597018,5.001768,13.01186,-0.3702127,1.91992,11.8972,-1.679403,-0.6569015,32.07656,-0.8183098,10.00981,6.553044,19.33497,7.167661,37.56223,-1.747854,2.526062,26.1361,4.329095,-0.7761421,12.79186,1.049496,3.573083,2.652202,15.91656,0.7718449,10.68405,0.3987195,1.514072,2.042329,-0.8996866,-1.414027,3.213346,0.653153
5.59552,3.369739,8.071789,4.201324,5.548776,16.73053,0.4467489,32.08989,1.907595,10.21171,8.449372,0.278002,1.587504,0.4153636,25.92027,15.64135,0.2608854,-1.909973,0.185914,-0.7670867,19.11299,9.199434,15.10536,6.463046,14.57764,-1.925311,3.81016,4.419125,0.7297218,4.092811,7.391212,1.308573,18.4898,3.624631,3.476343,0.550089,1.097631,-1.805334,0.3925548,8.626308,4.015034,1.139621,12.28901,-0.3283348,1.80324,9.601509,-1.945516,-0.7000882,31.27582,-1.852857,11.1753,6.041115,18.65481,7.822809,36.56688,-0.3823217,0.5763704,26.37516,4.644718,-2.690556,13.67591,1.595045,2.963724,1.212811,14.50521,-0.5011066,10.06806,-2.201244,2.075736,1.505512,0.6672326,1.295802,2.270219,0.2663549
5.69544,2.753757,5.521297,5.875332,2.378974,15.18385,1.605576,28.05264,1.385079,11.0111,8.875267,0.7832142,1.703345,1.047729,25.61243,15.2965,-0.1061696,-1.722193,1.024778,-0.6697459,19.72494,6.957727,15.38641,4.225548,12.23058,0.758114,7.256434,2.281002,1.909214,5.681718,7.423041,-0.3812243,21.55615,1.231949,3.389861,0.09642301,-0.6312779,-2.135882,-0.7683793,11.8431,3.232246,3.756355,13.48532,-0.03038971,2.37588,9.490479,-0.5937091,-0.8352922,32.91269,-0.2889469,12.57503,8.31457,19.35084,9.152866,34.33424,0.2856356,0.6016089,24.75548,3.701702,-0.4097604,11.51167,1.331704,3.951777,1.692896,12.12989,0.2571967,9.40436,0.515801,1.428789,1.699036,2.587354,-0.4171696,3.510225,0.3955357
5.79536,1.848383,5.829349,5.110753,3.755744,14.3151,1.319695,28.81364,3.590428,9.79287,6.41057,1.855302,-0.06419917,0.08281825,28.9981,14.61749,-0.1474353,1.048559,-1.088345,-0.18467,17.57134,8.33843,11.82573,4.07483,11.97265,-1.607464,4.756912,2.147165,-0.5952344,5.416329,10.30342,-1.041508,22.45433,2.758682,2.613463,-0.05175986,-0.6841612,-0.4322789,-1.607718,9.921966,3.44246,4.086519,11.07433,-0.5583218,1.558486,10.00145,-2.094285,0.1688586,30.92296,-0.3835768,12.08583,9.762747,17.48359,7.845681,32.37033,1.440667,0.6715363,22.2941,5.366643,-1.547377,10.93363,2.694842,0.5752915,1.525714,13.60171,0.6287147,9.017547,-0.123933,2.750538,1.585742,-0.6741528,-0.7335491,3.803165,0.649619
5.89528,3.662657,10.29921,6.017968,3.359145,16.04,2.758101,28.29035,1.457797,7.541771,8.609251,2.132624,2.071335,1.359757,31.73979,16.41778,-0.4721827,-2.758232,-1.356238,-2.553785,15.89403,7.602936,11.76191,5.200825,9.663876,-1.126763,4.994525,4.188534,-0.5027139,5.320525,10.59035,-0.3167202,21.19839,2.104711,2.60423,0.868488,-0.7092058,-1.570865,2.303884,10.68465,2.653266,3.217,9.481194,0.7054345,1.253269,11.92061,1.497581,0.4953583,30.18578,-0.5168231,14.64993,6.023522,17.22198,8.331717,32.14525,1.493943,1.166413,23.28697,3.17009,-0.2605874,9.630523,1.344873,2.566948,0.09987649,14.05702,-0.7461628,9.907201,-0.1969767,0.8391881,2.20054,1.613477,-0.7457064,0.4730892,0.2629489
5.9952,1.824767,8.019192,5.611316,3.448444,13.9054,1.455226,27.22688,0.5144796,6.224455,9.539069,2.602977,1.381837,0.2343703,30.33372,13.36824,-0.09765475,-0.1484937,0.7731746,-2.453189,17.29159,7.327548,11.97104,3.766464,11.70991,1.353219,4.801688,2.973042,0.4881102,6.979798,10.08692,-0.4461668,19.45745,2.145387,2.17571,1.909479,0.386568,-0.6719427,2.305799,12.37824,3.353111,3.530838,9.397157,-0.2934142,0.8213785,9.149413,-0.3386264,-0.07842026,28.32282,0.2675613,13.93979,4.953323,16.66567,8.040422,32.0824,1.190766,1.330834,18.81875,4.366426,-0.09169427,10.99577,1.306844,2.535927,2.642797,12.27557,0.6808277,11.04782,0.6982429,1.126347,2.781988,0.8730618,-1.121058,2.84284,-0.1039533
6.09512,2.940189,7.514686,4.613574,1.63462,14.74594,2.299313,25.86679,-0.9835764,8.672101,12.03343,3.393042,1.568166,-0.1688503,33.10418,15.52722,1.427871,-0.7649235,1.799271,-1.135972,17.11728,8.051959,11.61968,3.223012,9.672166,-0.6066465,5.346529,3.460588,-0.2085922,5.636506,13.74212,0.08435566,18.60021,1.166253,2.338385,2.534411,-0.152293,0.2171833,3.465629,11.12213,1.774359,4.009586,9.705242,-0.6314857,1.103008,8.471022,-2.995367,-0.9345406,29.07805,-0.3148025,17.36236,4.374886,15.26467,9.431947,32.86804,0.5670189,1.147396,17.75431,3.25768,-1.843005,9.629876,0.6826725,3.896383,3.500898,14.6386,0.7171588,10.91587,-0.566641,0.7399384,0.6648437,1.459869,-2.640791,3.586424,-0.4520975
6.19504,1.430372,5.131275,6.868864,1.754702,13.45682,1.040123,26.12689,1.837561,5.157873,8.222212,2.618518,0.738209,-0.3641378,34.181,16.27177,0.4040929,0.4543428,0.8388224,-2.05283,15.67222,7.398701,12.30987,3.983103,12.33123,0.03352991,4.350451,2.902945,1.755886,7.251906,11.55354,1.402685,19.15242,2.032158,3.316438,2.660992,-0.2027698,-1.405882,4.388408,12.87061,2.480466,4.30057,10.49626,1.309559,0.3259633,9.561653,0.2773063,0.8652748,29.77975,-0.3657548,13.58307,6.329759,15.1026,8.362885,31.38252,0.5017613,-0.9544971,17.60036,6.358606,-1.691391,10.41451,0.8699101,2.920969,2.028757,13.70348,-0.05263275,9.779366,-0.2586975,0.2502058,3.095649,1.888914,-1.080938,2.065422,-0.5799356
6.29496,2.295243,7.207458,3.950181,1.057444,14.17598,2.28813,25.49752,2.005206,5.589283,8.368114,0.9337071,1.508367,-1.037366,31.4132,14.61844,0.6574702,0.4995706,0.5456636,0.9608261,14.21444,8.560502,12.06108,3.236682,12.38029,0.7251019,4.415574,2.124543,4.177507,5.771312,13.49496,0.6525857,22.28838,1.3185,3.227953,0.7555326,0.2457395,-1.157309,4.991439,13.51842,2.792864,4.230197,10.24585,-0.6570884,1.333251,11.59442,-1.958113,-0.267512,30.02901,0.1470073,16.97856,7.566418,14.67813,8.847595,33.90702,0.247926,-0.5962898,24.621,4.180661,-1.577215,8.794104,-0.04420789,2.570957,2.955825,15.14351,1.774104,10.39014,-0.8807666,-0.6392071,-0.06647826,0.3752624,-2.970794,2.774123,-0.9037545
6.39488,1.156577,6.159551,6.063038,1.898216,11.88947,3.358436,21.85489,2.426892,7.547711,8.805342,0.1480829,-0.1064024,-0.2741019,31.52889,15.29589,-0.3889964,-1.332428,0.03933319,-0.431463,12.5037,7.429127,17.56392,4.20302,10.92249,0.06753989,4.741919,1.595186,3.578816,5.217139,12.96569,1.725642,18.40638,0.4457047,0.7959617,1.860118,-0.1685078,0.8678687,2.615058,10.94825,3.066667,1.482198,10.70589,1.761323,1.850431,9.810598,-1.341782,0.5850118,28.18978,0.5101959,16.21765,10.2352,14.84065,7.436069,38.61739,0.2109413,-0.8007984,27.63223,6.468507,-1.363668,8.554124,1.798892,3.811146,2.932802,12.11093,3.100739,9.34235,-1.26948,0.8624171,2.49363,0.1617765,-0.1210851,2.420804,-1.211018
6.4948,3.167222,7.089914,5.105439,2.2159,12.92455,3.3948,23.74873,1.54605,7.135571,8.224486,1.584048,2.120046,-0.7022666,32.77601,14.76021,0.8640001,-1.379466,0.6942012,-1.323929,15.54458,11.17021,18.08651,5.451196,10.92931,2.43611,3.0028,2.670348,3.4631,5.908169,12.80474,0.8353727,19.59342,5.821845,2.338252,0.728875,-0.619383,1.176507,2.499524,10.16462,-0.1975789,3.847416,10.11209,-0.411825,0.6298457,9.380446,-3.29904,0.4344869,30.11267,-0.00117178,15.4354,9.022174,12.40666,7.549906,40.00272,-0.1416683,-1.924407,30.7698,4.088669,0.5356561,7.464846,0.1556909,4.033031,2.83423,12.15574,1.039898,9.465065,-0.7848827,1.963909,2.808427,-0.6666014,-2.563399,4.258252,-1.502572
