 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85
57.35408,15.31105,22.315,0.7148651,12.60569,3.032868,2.086522,6.91958,2.277225,-0.8850957,0.4192144,3.305551,-0.634422,1.833396,3.833314,5.607195,2.66822,-1.497615,2.677816,-0.669008,6.629237,45.86756,0.02644703,5.158818,40.09384,-0.0994969,23.26827,0.604691,-2.217221,0.02588762,4.13291,10.12448,7.922341,15.89204,3.523121,1.641081,18.17648,1.708612,-1.659516,5.489624,0.5730605,9.231778,-0.5728809,-0.08789034,11.87602,9.822745,3.164184,15.94274,8.767477,52.70925,1.548983,-0.135272,12.03235,-1.357669,8.513367,-3.666483,-0.04975503,-1.924901,18.9791,0.418443,6.198156,6.706558,12.87098,1.045146,12.37384,-1.679109,0.9018286,0.4968125,-0.3565868,1.772947,0.3606088,2.751611,-0.2064544,1.618147,4.357015,3.435194,12.89096,-2.686771,39.25335,19.89545,-3.063527,15.20316,22.89839,8.789011,24.06213,1.091665,3.637298
57.454,13.16697,28.6657,-0.3353095,12.06862,1.879842,0.5176193,5.923981,0.9454821,-2.269644,-1.260062,3.198658,-1.754817,-0.9182025,3.212259,5.897192,3.458991,-0.6833026,1.761712,-0.4763104,6.403877,46.07243,1.681441,2.897968,39.88559,-1.014511,23.09909,-0.7754897,-1.64554,0.8448197,3.058572,10.83544,6.058826,16.18292,5.50844,4.497588,19.77776,3.330969,-0.02610988,2.925352,2.033111,7.03167,-0.02188976,1.547584,11.4788,12.40167,4.529121,15.97828,9.369723,52.07735,1.575511,0.01498218,8.986609,-1.507319,8.885235,-0.4579686,1.276441,-1.118088,21.70109,1.398363,5.896845,6.210892,14.6404,2.016733,12.22291,-0.5363742,1.504447,0.4588038,1.606707,2.124784,0.26408,3.598054,-1.113307,1.866156,4.664568,2.333397,14.90318,-1.111102,38.62414,17.969,-0.8716694,14.43758,23.16259,7.887211,23.85728,-1.78689,3.637298
57.55392,12.29544,35.31118,0.5127944,14.1543,1.617377,1.698486,5.724686,-1.14835,-0.5674437,-0.6609694,2.439939,-0.1311151,0.05352793,5.300565,5.993632,1.381097,-0.778594,-0.3647053,-0.4421689,6.05394,47.21886,1.672297,4.717951,44.54452,-0.741304,21.79957,-1.685349,-2.45586,3.472923,5.937995,9.483154,5.987294,16.53734,3.647102,3.308267,18.83936,0.7530109,-0.6328745,4.357916,1.908811,6.403845,3.482786,1.76649,12.77267,12.34709,4.681149,16.19345,8.9861,51.11586,2.76733,-0.7587833,8.578537,-1.514246,7.092127,-2.292912,1.875565,-0.948918,21.85738,2.621536,6.350221,6.123209,12.4595,1.94797,11.55808,-0.9355466,3.067065,1.4162,-0.2250036,2.201018,0.1609727,2.18453,-1.654761,2.023274,4.479472,4.310938,13.57229,-2.264511,40.78441,19.25961,-2.617746,12.90036,24.90819,8.652301,25.58992,2.800818,3.637298
57.65384,11.16339,38.26182,2.090098,11.43911,1.687561,1.578404,5.408811,-2.011718,1.013424,-0.06513568,3.237708,1.035559,-0.1856003,4.706259,7.263825,1.652827,-2.443335,0.5352779,-1.878066,4.532533,47.7229,2.584612,5.954731,48.49973,0.5959907,22.15694,-1.06893,-2.664935,1.911194,5.183833,8.866192,8.567774,15.83844,4.737171,4.137197,17.14512,5.104892,-0.8685455,5.713232,3.999294,6.816457,2.227983,2.812743,9.805602,11.14263,5.007806,15.32366,8.201412,50.71247,3.825575,-0.5331459,8.274891,-1.86729,6.793895,-0.8358747,-0.7685225,-1.462054,22.21576,2.469485,7.333935,6.317683,14.56745,1.926107,11.80575,-0.2671489,2.584418,-0.1995074,-0.4540937,2.072967,-1.203518,3.468317,-0.5603895,2.368794,4.886194,5.501611,13.72101,-2.493001,37.29399,17.1785,-1.489155,14.73186,22.82559,5.820686,24.22975,0.9610331,3.637298
57.75376,11.19087,40.37113,1.448983,11.52917,0.981629,0.8805642,5.283314,-0.2125845,-0.817572,-1.362531,3.091821,0.3506959,-0.7140393,5.094572,7.014616,4.485308,-2.899667,1.073806,0.6917577,7.57812,46.72607,0.6579546,6.970948,53.38469,-0.2822197,21.44154,-0.8924276,-1.895651,3.03538,4.990582,9.065681,8.167241,18.24923,2.587126,4.011806,17.28311,9.611065,-0.7978755,5.755407,2.828169,7.909823,0.7358795,3.478008,11.33535,10.77069,2.967315,16.039,8.682693,51.69199,2.947381,-0.4588152,10.30645,-0.9707094,7.248925,0.3705715,-0.7212794,-2.610415,20.36925,1.763121,4.798213,6.234406,13.26476,-0.7705806,9.451612,-2.024135,1.310638,0.1866937,-0.1387145,0.8239765,-0.7657364,2.329082,-0.531969,1.293569,3.47341,4.906676,11.53458,-0.5709083,33.86083,17.81409,-4.127292,16.26433,21.47643,6.810482,21.35143,1.769396,3.637298
57.85368,8.702745,43.46932,-1.775891,11.96487,1.839336,-0.2208267,2.887066,-0.5483204,-2.620345,-0.3161418,3.316216,2.678751,-1.837684,5.794289,5.026477,4.341089,-1.314963,-1.331797,-0.2477795,6.268067,46.88464,1.120966,6.251682,50.50365,0.8891136,18.7171,1.705648,0.2882657,0.5212321,4.125651,9.184082,7.497788,19.7459,4.236921,3.515768,16.29571,11.57094,-1.557102,4.593355,2.07123,7.441627,-0.09888643,2.231159,10.45067,10.64166,3.562722,15.31105,7.543032,50.29774,3.251922,0.3121237,10.39536,-1.744459,5.788847,-0.2273874,-0.5972008,-0.7551107,21.92938,1.163286,4.2655,5.971903,14.86397,-0.468639,10.81178,-1.204143,3.180676,1.270017,-0.9773456,0.6751118,-0.5846377,3.070021,0.3557232,1.710718,3.399441,4.672172,11.27053,-1.920063,33.3245,18.20396,-2.914182,17.6672,20.64451,7.501719,22.13087,2.23463,3.637298
57.9536,10.12701,41.88664,-0.1030098,12.77152,1.015083,0.4433837,5.141506,0.9447104,-1.538914,-1.407774,4.000906,3.308984,-2.034745,4.715197,5.734962,4.420469,-2.102021,-0.4053098,0.8762681,7.70985,49.74038,3.651743,3.427778,49.30755,-0.1785702,21.28352,-0.2620221,0.4624364,-0.5487111,2.933768,8.62389,9.013453,18.7744,3.787381,4.130805,13.65935,11.44316,-1.14075,4.458869,1.251132,7.963134,-0.2180384,2.76981,10.00561,11.82481,3.466571,13.56038,7.61593,49.17173,2.723825,-0.3100023,8.920695,-0.8119915,4.631582,-1.378493,1.377674,-0.2693152,20.69088,0.9471846,3.883646,6.326306,15.21173,-0.3122892,9.358758,-1.80942,2.443446,2.512243,-0.2215481,0.2278469,0.1251481,3.558263,-0.7773439,0.7822296,3.673325,2.83265,11.31158,0.4801109,30.19296,17.4693,-2.135876,16.62649,19.04552,7.552039,19.94743,1.320296,3.637298
58.05352,8.942884,42.48407,-1.945333,10.67633,0.5289465,0.2101238,7.421535,1.667121,-0.4390423,-1.097985,5.46152,3.700962,0.6604469,6.140839,5.905772,7.599494,-4.705007,1.417619,0.1621706,4.876462,46.59537,2.961533,5.342705,48.70633,0.3031418,23.24142,0.9462929,0.563199,0.09151939,4.220711,9.686118,8.138556,18.54311,2.483533,2.559584,15.9546,9.670962,-1.705626,5.319729,0.9660414,6.499607,0.2486677,1.990948,10.64554,10.89795,3.633201,13.45611,6.901521,46.89097,2.397055,-0.6701998,7.719817,0.170622,5.954216,-2.476387,0.07398287,-1.314218,21.19351,3.54092,4.531327,8.401046,14.46287,0.6978299,8.669232,-1.600527,2.723171,2.075039,-0.2980064,1.660145,-0.5036237,2.632248,0.4506611,1.953298,3.368805,3.072709,8.414049,-0.8102821,28.20273,13.91959,-1.457783,13.9324,18.46238,6.029244,19.95832,0.5176911,3.637298
58.15344,9.349237,39.59323,2.170009,10.2314,0.1690521,3.096967,5.244509,1.085263,-1.378137,-1.95317,4.810258,2.824251,-0.8472144,5.272805,4.856271,6.240548,-2.814571,-0.3938094,-0.8744512,6.59755,47.07784,3.151391,4.9354,47.10159,1.669679,22.22854,-0.2415427,2.141089,-1.245939,3.711642,6.635243,10.3475,18.05893,3.626651,4.384127,14.72132,10.67808,-1.458764,5.146015,1.70214,5.127594,1.277349,3.236099,10.82787,11.52316,3.912965,15.12684,7.232563,47.47324,2.247037,0.2727694,8.414032,-0.2750954,5.551173,-1.477513,0.2675247,-0.7128901,20.01439,2.478008,5.028074,8.71205,13.80555,-0.1362496,11.63253,-2.16091,2.203759,1.197242,1.062682,0.906971,0.03266096,3.168151,-0.5141989,0.9009206,4.478237,2.79378,9.971487,-0.7034387,26.19468,14.42188,-1.049098,13.14916,20.11064,7.12556,18.65973,2.152059,3.637298
58.25336,9.509089,39.52998,-0.9604145,9.244033,1.365699,1.512282,5.565101,0.9857005,-0.3585793,-1.352121,5.010615,1.524629,1.284574,4.938252,4.075554,6.629489,-5.175864,0.3313246,-0.4695847,5.506654,46.21687,0.1673976,4.233398,47.05426,0.764812,22.43214,0.963731,3.661286,0.2555678,0.7332552,8.517139,8.402016,17.03768,2.602618,1.25036,13.54917,9.276525,-1.346685,2.690759,0.1339319,2.739365,-0.4146856,2.695722,9.72054,10.51355,2.796573,15.29403,5.883886,46.00714,3.793056,0.3917148,9.77807,0.5713552,5.832179,-0.8629124,0.2381561,-1.850963,20.89913,0.8128977,4.810483,7.484971,14.91463,0.6275104,10.1173,-1.15968,0.4808383,0.4490273,0.3096938,2.119973,-1.596455,4.028808,-0.8831522,1.532866,3.840513,3.649721,11.40239,-1.06174,26.0802,13.95605,-0.4116553,12.22063,18.06313,7.570609,15.47003,1.307359,3.637298
58.35328,7.33599,36.65009,0.02594769,9.564044,0.7679654,1.930834,7.47794,-1.342673,-1.47536,-2.544995,4.819688,0.8981048,1.597694,4.457736,3.775097,5.493877,-3.454448,-3.17965,1.728281,3.697955,45.38963,1.186388,5.909678,46.35423,3.113635,22.78531,1.081627,0.7499123,0.4710248,0.8936211,8.348566,8.572829,17.28955,4.767272,1.990705,14.01388,8.896431,-1.11239,3.0543,-0.8435187,3.052554,0.04440502,1.932725,9.676127,11.38624,2.836221,14.11048,8.532555,45.55629,2.396593,0.5349473,12.07006,0.9809365,5.151818,-2.260059,1.923599,-0.8282537,18.19656,1.764387,3.812428,8.636752,13.55312,0.9965365,9.604709,-3.228726,2.424013,0.6786127,0.1130415,2.653625,-0.5810603,2.105089,-1.046523,1.244751,3.56068,2.971056,11.4102,-1.597385,22.10958,11.50716,0.3139528,11.5448,15.90951,7.123006,15.65404,1.092429,3.637298
58.4532,6.980754,36.6776,-0.1189969,8.661937,0.1900963,2.936035,5.34694,0.2317387,-3.24027,0.5198807,2.750241,0.7172198,0.1954425,3.086685,2.766137,6.416874,-4.097223,-1.170807,-0.1737885,4.567862,42.74829,0.5839563,3.306226,43.04807,2.739977,21.15491,0.493524,2.414198,-0.4554848,0.4433065,7.358641,9.496856,15.50461,1.702313,1.369478,15.1744,6.213196,-0.1742944,3.459221,-0.001227952,3.021128,2.216417,3.500537,8.976704,12.48544,3.921888,12.0943,12.54646,44.10426,3.990429,-0.1825826,8.767198,1.944164,4.80004,-1.343036,-0.4572654,-0.6717684,18.17463,3.757154,3.296314,5.874608,15.1455,0.390972,11.76183,-1.180541,1.130075,1.237011,-0.4568855,0.8820117,0.5103374,2.869963,-0.2459041,1.823897,4.099898,3.17261,10.55168,-1.089631,23.76143,12.94367,-0.7981561,13.17671,16.65076,7.842507,14.39907,0.6672598,3.637298
58.55312,5.820781,33.17489,0.6203285,7.616406,1.708303,2.228993,7.224192,2.139812,-3.264807,-0.7213864,2.536451,0.06842576,1.017891,2.367784,3.944685,4.588117,-4.06596,-0.5112547,-0.6375626,3.690568,44.23423,-0.2739736,4.775865,44.87025,4.592106,20.2802,-0.1019579,3.560895,-1.492432,0.659934,5.922466,9.644765,14.83453,1.235765,1.85082,13.99942,6.134391,-0.6574363,4.617391,1.584377,1.669039,-0.5754848,3.231204,10.47499,9.275163,3.316736,13.15731,10.606,42.80087,3.300436,-0.2079941,9.73644,2.412484,4.868062,-1.073083,0.9164325,0.3185608,16.56253,4.080978,2.847523,5.499384,15.99397,1.940322,10.19116,-1.80553,1.821328,2.475692,0.07614779,1.074669,-0.454696,2.394762,-1.648756,1.87876,4.005677,-0.1808437,10.94147,-0.4616323,20.23485,10.82185,-1.295751,12.63146,16.53905,7.402995,13.60924,2.818674,3.637298
58.65304,6.065138,31.86663,-0.9090828,7.967257,0.9262594,1.771279,6.582678,0.9844366,-3.074686,-1.735571,5.079609,0.9284394,-1.670732,1.627956,1.96887,6.52114,-4.136482,0.2356816,1.176356,3.375603,44.91637,-0.1313113,4.166071,43.29243,2.367631,22.57662,-0.2242759,2.041672,-0.7461643,-1.055421,6.090606,9.030428,14.93519,3.813632,2.094843,13.02055,4.756491,-2.059058,4.289666,-0.1113005,1.55351,-0.8862579,4.935107,8.720172,10.40978,2.605644,14.64177,13.2577,41.40458,3.2828,-0.3518242,10.16186,3.003471,4.501346,-2.355973,1.415522,-0.932779,18.89975,3.505561,5.481515,6.158112,14.88952,1.412836,11.7833,-1.959963,2.510731,1.268966,-0.8188435,2.451529,1.1599,3.481643,-1.493431,1.843231,4.671864,2.854795,10.46701,-0.128727,19.25738,11.14645,-1.43934,10.00528,13.92145,5.284495,14.482,3.396219,3.637298
58.75296,7.752385,28.88969,0.1240705,8.580073,0.7407798,2.011834,9.23714,-0.1197984,-1.793752,-0.7095849,5.12085,1.009079,1.367676,3.88359,1.976224,6.294195,-3.408728,0.2894436,0.3657931,4.234466,42.59095,1.838437,4.253829,45.21734,3.780719,21.59952,1.529704,2.298971,-2.287092,1.527102,4.464327,9.730356,14.46674,3.244579,1.384818,13.33961,5.453257,-1.654106,3.31057,1.05562,2.296576,1.791286,5.210172,8.455785,10.6136,1.971566,15.13933,12.42078,41.39085,3.223976,0.1533852,10.92117,2.692331,5.420932,-0.4264664,1.264747,0.2521421,18.10382,3.145893,4.830745,6.088097,14.12711,2.121721,11.17769,-1.360921,1.794447,-1.256961,2.187706,2.027194,-0.5060983,3.559987,-0.9981856,1.652214,5.902032,2.045724,12.76999,0.2857592,17.89871,12.50219,-1.130814,10.66297,15.59461,5.557739,14.22075,4.139727,3.637298
58.85288,7.2983,28.86768,-0.7721602,6.61525,1.072742,1.943566,9.101852,1.733832,-3.578475,-1.309682,3.590927,2.392691,0.464669,0.7602796,3.510917,6.041606,-3.032126,-0.8683294,0.7898107,5.227862,41.89938,-0.1502621,4.30355,43.35086,2.894064,20.84171,1.53643,2.775299,-1.464776,1.040274,4.46416,7.709521,17.11574,3.048829,2.340392,10.38429,5.353474,-0.5419723,2.411469,-0.02088135,2.374679,-0.8652118,4.972375,9.25132,9.59293,2.649288,12.85323,12.73659,41.03162,2.22274,0.03718116,8.46272,3.152354,5.465831,-1.71923,1.080643,-1.073393,17.3006,3.332252,3.459553,6.905159,13.84574,0.8081071,10.96735,-2.538571,1.959368,0.9094751,2.485591,1.302819,-0.5387304,3.28203,-1.129521,0.8208098,6.460145,4.736671,11.16191,0.8338784,14.89218,9.885075,-2.149078,9.27182,12.82406,8.045728,15.31829,4.169722,3.637298
58.9528,6.800515,27.82651,-0.3237491,8.189594,2.746696,2.749248,7.944073,-0.7747884,-3.264025,0.163389,4.407016,1.920555,-0.3919347,1.644098,3.957543,6.544595,-1.019104,0.6219424,-2.162629,3.117669,41.09995,1.750096,4.596305,40.16901,2.651765,19.634,0.3860976,3.138993,-2.211781,0.3268451,7.102791,7.776996,14.82122,4.405201,3.136308,15.20097,2.974656,-0.9555453,4.043004,-0.2504072,2.310581,-0.549711,4.064767,9.277579,9.904021,2.827368,11.52143,12.15754,38.87356,2.852047,0.1288036,7.915254,2.253248,4.578256,-1.641259,0.05118225,-2.06046,14.04799,5.222397,4.695971,4.54194,12.92389,3.663023,11.13811,-2.258849,1.450899,0.6756356,2.640197,2.145686,-0.3829983,1.669974,-1.774683,1.361635,5.964223,1.110739,12.46497,0.847806,14.54336,11.0227,-0.2455572,9.161635,13.53013,5.053034,13.86959,2.015013,3.637298
59.05272,9.99859,23.89079,-0.448855,5.090236,1.681958,1.376064,9.248224,0.727059,-2.494947,0.00966129,5.71005,1.476976,0.5145847,0.3701379,4.298062,5.477208,-3.427145,0.9235761,-0.7858638,2.20987,40.14407,1.149628,3.353972,39.10186,2.054477,22.3783,0.5290728,1.941052,-2.413999,1.079558,5.723839,9.314392,15.04914,4.353819,3.360144,14.92622,3.248194,2.030383,2.031063,1.012721,1.14023,1.24205,4.854574,8.724573,10.03429,2.977155,11.58407,11.90361,40.58007,2.062771,0.103428,8.598324,4.151806,4.85657,-1.287489,2.248684,-0.6377268,14.43185,4.97622,4.130794,4.811635,13.5605,2.986381,10.05738,-1.738131,2.720036,0.1956827,1.972892,0.6769078,-0.8487362,4.859056,-1.869499,2.596583,5.851243,3.888294,10.14131,2.804411,14.16212,9.262821,-0.675066,8.493196,14.57699,5.839553,13.0472,3.455803,3.637298
59.15264,8.546502,23.83117,-0.5079617,5.214271,3.041936,1.473769,9.295345,1.615352,-2.882493,0.8408493,4.863054,0.1266162,1.028162,2.36629,3.291806,1.956303,-2.076479,-0.7867975,-0.5717798,1.971591,38.71928,-0.2807427,3.784891,37.12555,2.911343,18.39399,2.280639,3.040191,-0.8495327,-0.01959887,6.187176,10.63387,15.50007,3.227193,2.619331,11.64022,4.158693,-0.4931275,2.183022,2.03317,0.6667019,0.4705188,4.243593,8.373202,9.994525,3.235347,12.14224,10.8966,37.24972,2.543896,-0.1797147,7.777893,5.159041,3.231346,-0.6672022,0.4487445,0.421349,15.96041,3.785572,3.875107,4.724594,11.82787,2.86512,11.18206,-2.58152,2.169242,-0.05263542,-0.1393203,0.5779541,0.7516122,4.300213,-1.330416,3.028669,5.294121,4.082169,10.81203,2.301627,11.92629,8.71136,-0.694613,10.37471,12.21734,5.473185,9.105889,2.245846,3.637298
59.25256,10.92775,22.24012,0.1771354,5.135022,2.766823,0.3333259,8.51396,2.052441,-1.909106,-0.02201833,6.512788,0.1554638,-1.702359,1.034898,3.507445,3.955067,-3.019361,-0.3525777,0.1184999,1.886295,39.44667,2.39407,3.884294,35.16383,2.49288,17.32007,0.7879647,3.11922,-2.430441,1.318068,7.424818,9.448528,16.67716,4.457594,3.285463,10.88517,3.447681,-1.017365,3.670128,2.58284,-0.4481697,-2.27371,2.426748,5.691689,10.53071,2.130372,12.49676,10.28661,38.0099,1.947533,0.4275421,9.229049,5.776109,3.525234,-0.7359494,0.9913546,0.347363,14.67975,3.259635,4.926594,5.155752,11.16375,1.793598,11.15366,-1.150351,1.693675,0.629102,0.9022201,1.567939,-0.9138483,4.804499,-1.193983,3.279925,5.180814,2.952585,7.283947,2.106936,11.15843,11.55304,3.484594,6.879219,12.28645,5.266265,12.09368,3.775716,3.637298
59.35248,10.15213,21.96114,0.6585785,5.394636,4.023702,1.333599,7.732921,2.547735,-1.720012,0.07141539,6.571628,-1.464662,-1.355066,-0.3262706,0.7804672,3.405972,-0.8613862,-1.05955,-0.7107256,1.708167,38.12066,0.575893,4.97458,34.7146,1.721167,18.56974,1.557994,5.800123,-1.499321,-0.9542987,6.829476,10.13993,18.94285,4.810519,2.777805,11.96841,5.488253,0.08179788,2.976382,1.091963,-0.63246,0.3518928,2.161454,9.24059,10.31479,4.010821,10.93252,9.347479,36.38632,3.073082,0.3685317,6.977039,6.185791,3.497603,-0.2667283,0.819747,-0.3417978,14.1777,3.307153,6.025455,4.832573,12.04044,4.125227,11.70891,-1.629563,2.878181,0.8689231,0.3419458,1.440957,0.3058057,2.50941,-0.7788561,3.558943,5.89855,3.166456,8.6845,0.4676552,9.438173,11.84963,6.10194,8.101922,12.15938,4.569212,9.060546,1.395548,3.637298
59.4524,12.571,18.85624,-0.2195405,5.496524,1.673927,0.9773785,6.902853,2.435212,-2.494437,-0.5415449,6.305811,-0.9741002,-0.6883818,0.06122709,3.143269,2.317358,-2.980188,-0.7817981,-3.235168,2.273936,37.21127,-0.2159691,5.190197,33.78161,1.530705,19.39473,2.209584,2.680653,-2.754677,-0.3646395,7.372046,8.858825,15.84255,3.062385,1.433113,10.78353,3.989121,-1.054375,4.399026,1.856015,1.061983,0.26797,1.869379,7.048287,10.86813,4.943062,11.39744,7.754897,35.4421,2.260009,0.4803411,7.141633,3.90233,3.542548,1.410791,0.09508856,-0.8530823,13.68443,6.010501,5.240449,6.034692,9.924036,4.285904,10.98876,-2.404393,1.655052,1.358342,1.414057,1.800983,-0.7911959,4.258776,-0.5213237,3.374696,5.94208,4.147913,5.101285,1.691037,8.879791,7.775879,10.45,6.85484,11.90618,3.881716,8.594408,2.721983,3.637298
59.55232,13.6318,17.60317,1.094164,7.762299,2.001123,1.734043,7.75791,2.479578,-1.825684,-0.3055278,4.577723,2.326215,-0.1465677,-0.1808453,2.392348,3.67828,-1.062147,0.9201024,0.7880706,2.183238,36.74102,1.199908,5.780028,30.58954,1.791197,19.19353,1.611938,3.857087,1.591115,-0.4497672,10.87409,11.21374,16.62806,4.659972,2.025906,11.01989,3.389955,-2.151799,2.617331,1.943409,2.21102,0.02604489,0.5402783,5.983293,10.79399,2.015009,12.55685,6.841193,34.36458,4.293533,0.9440088,9.967081,4.42336,3.898359,-0.05096855,0.479388,-0.8801626,14.55505,4.563526,4.211096,6.476458,8.798778,3.671209,9.576895,-3.276817,1.565875,1.049407,0.2923673,1.519757,0.01758167,3.560628,-0.4295484,3.201909,4.853845,3.716516,4.757139,0.2150551,11.50176,10.20517,11.21857,6.661057,10.83943,3.19901,7.041248,1.468287,3.637298
59.65224,13.48002,17.77842,0.1546956,5.153131,0.469385,1.465908,6.41417,3.317655,-3.213697,1.343289,4.493182,0.9721521,0.959394,0.9249335,0.6045303,3.016126,-0.8612638,1.831972,-0.3036243,2.861643,37.33649,3.022817,3.638234,31.27772,1.143771,18.48808,2.862103,3.425925,0.9793348,-1.471982,7.633676,10.76424,15.84036,5.08569,2.075517,10.29809,3.857956,-0.6087388,3.343361,0.5151915,2.324,-1.670429,2.804895,4.757046,10.6651,2.539988,12.90441,7.471025,36.9087,4.018285,0.4718687,7.779053,4.255024,4.101066,0.911562,0.7706265,-1.660191,14.5929,5.124985,3.565496,5.010137,9.467354,3.662588,11.48288,-1.531016,1.606018,1.544119,-0.3037721,1.92616,0.5936303,3.375364,-0.219951,3.055953,5.162308,4.862999,5.366981,1.543143,9.192656,8.324629,14.00703,7.783521,11.4987,2.619513,7.962543,2.760491,3.637298
59.75216,12.99241,17.06599,0.863924,5.407163,1.502849,0.6889524,7.437432,3.470342,-1.806565,0.7845254,6.023961,7.13034,1.603953,0.4619822,1.023909,3.163868,0.1150686,0.95289,-0.8395274,1.524747,35.29234,2.186265,4.297891,30.24862,1.188555,17.62811,1.023769,2.436821,1.839479,-0.8786317,8.323955,10.57132,15.73536,4.050905,1.824532,9.491678,1.497046,-0.60164,0.4711754,0.4078903,1.656366,-0.2089028,3.604991,4.862721,9.594997,3.05458,12.3799,6.504163,34.41102,2.003224,0.7089123,6.757886,5.69674,3.698016,-1.4127,0.4135423,-0.554052,15.18469,5.270688,6.122207,6.137913,9.793254,4.430219,11.04343,-1.529076,1.630746,1.004096,-0.3242201,1.143615,1.009292,2.967583,-0.28896,3.765775,5.004241,6.947731,6.297978,2.654984,7.509933,9.847025,16.39755,6.175552,10.35711,3.162013,7.674829,0.9077637,3.637298
59.85208,13.87022,13.26788,-0.4266576,4.053256,2.209476,-0.6065441,6.575086,1.871847,-2.677786,-0.3392742,8.044033,13.68088,1.197022,-0.8556414,0.2290002,1.54026,-0.3583108,2.996898,-2.051085,3.534509,36.7661,4.172109,4.283636,30.20375,1.48884,16.75114,0.9774632,3.701533,4.620494,-0.06584325,9.549811,9.243675,16.81293,4.548815,2.304812,8.298857,3.991701,-3.266485,0.6951235,-0.9525938,2.204112,0.8344796,2.411969,4.794093,9.544724,3.114123,10.56402,7.542511,34.22431,1.732012,0.9059557,8.341767,4.986969,4.735164,0.541185,-1.229446,-0.6366939,13.45243,4.548771,5.253775,5.148768,10.90927,4.257998,9.768101,-1.439796,2.346104,0.8738903,0.9741923,1.141105,0.9330476,3.689984,-1.145802,3.369351,4.280187,6.284915,5.09667,1.716801,7.722571,9.452882,20.16064,5.82059,9.513538,3.113742,6.718359,0.3226961,3.637298
59.952,11.89076,15.9135,-1.936265,2.770566,3.239605,0.1861582,6.097458,2.642294,-1.68002,-1.96472,5.111445,18.79358,0.2268251,-0.2592398,1.181804,2.122017,1.211294,2.031132,-2.373371,1.929688,34.10178,1.897577,5.34726,29.72671,-0.02983939,17.10541,0.7283254,2.563712,6.114553,-2.781085,10.36084,9.193934,16.63232,5.09492,1.66419,8.0826,5.344893,-3.057847,1.805081,-0.9551436,1.022798,-1.021498,1.814721,6.458999,10.65648,3.31227,10.71003,6.185359,32.74961,2.555415,1.587854,8.583449,5.237545,4.947996,1.935071,-1.995084,0.4081214,11.94879,4.904844,6.355328,5.90376,12.68542,3.536296,8.784874,-1.179745,3.501367,0.6192333,0.8381957,2.272392,0.6414424,3.439565,-1.779472,3.912435,4.129545,9.622277,5.076321,3.325479,5.691047,6.113217,21.83603,5.188899,10.54204,3.016365,7.289517,2.885256,3.637298
60.05192,14.39621,18.20414,-1.245951,1.29514,2.66599,1.38874,5.860593,2.000076,-1.838783,-0.1227521,5.941963,18.83484,-0.4133843,-0.2181531,-1.498911,1.552325,-2.885972,1.319173,-0.5937256,2.387095,36.27452,1.946422,3.51871,31.17316,2.476964,17.20068,0.2080711,1.114029,2.381359,-2.357825,9.804786,9.259415,17.50814,2.995769,2.529153,9.579424,3.633855,-0.4998313,3.514384,1.725107,3.070416,-0.5074367,5.24251,5.990894,9.118213,2.601107,10.79093,6.690575,34.51506,1.955945,1.057943,6.894291,5.34904,5.188021,-0.9960153,-0.8853704,0.1231297,16.6292,4.174696,5.968628,5.915599,11.54829,4.777867,9.083233,-1.43675,2.274077,-0.2140959,0.1412443,3.218752,1.258666,4.497789,-1.635268,3.341868,4.532383,10.61133,4.004797,2.344609,5.341795,10.3641,25.80429,5.856791,11.19085,2.684465,5.913277,2.684947,3.637298
60.15184,14.71242,15.22361,-1.777131,2.236871,1.156029,0.03574677,5.50994,2.034756,-4.363823,0.1652181,4.612931,20.02167,-1.03163,-2.590866,0.1459961,1.691091,-2.965248,1.847964,-1.343697,0.5075678,35.95161,2.241261,5.157913,30.89985,1.031993,15.29628,1.667767,1.875157,1.28483,-0.4410055,10.45443,8.960961,15.22268,6.009764,2.08042,8.993889,6.437391,-2.956801,1.931624,0.3361189,0.4163735,1.53522,4.831354,4.749774,9.094448,2.896438,11.12448,5.067405,34.16286,1.685394,0.1547742,7.553255,4.931044,4.720037,1.368148,0.05381482,0.9822515,14.59404,4.737425,5.250697,5.157316,13.17197,4.332644,9.154156,-2.109399,2.988122,-0.2223494,-0.06901596,2.13391,0.6133609,4.395785,-2.534908,3.175611,4.517871,14.54902,5.822684,1.607929,6.422891,9.01966,25.86329,3.44302,10.17661,2.855584,5.853115,3.118517,3.637298
